,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.5,0.59,0.89,0.43,0.73,0.81
lazarus-ccr.csv,0.75,0.65,0.83,0.71,0.36,0.86
lcfizvtop.csv,0.5,0.82,0.44,0.67,0.82,0.41
migen.csv,0.62,0.68,0.11,0.19,0.45,0.73
mvnforum.csv,0.04,0.29,0.44,0.62,0.27,0.37
plplot.csv,0.92,0.62,0.89,0.71,0.73,0.89
