,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.78,0.8,0.45,0.33,0.33,0.14
aime.csv,0.61,0.87,0.17,0.0,0.48,0.32
badtrinitycore.csv,0.0,0.06,0.38,0.51,0.24,0.37
electric-core.csv,0.71,0.84,0.5,0.29,0.31,0.35
geochat.csv,0.41,0.88,0.2,0.03,0.25,0.45
olsrd.csv,0.73,0.84,0.37,0.3,0.31,0.38
