,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.42,0.55,0.24,0.59,0.15,0.46
bwapi.csv,0.0,0.82,0.77,0.38,0.32,0.38,0.33
gisgraphy.csv,0.07,0.54,0.17,0.1,0.16,0.48,0.68
lite.csv,0.08,0.23,0.55,0.48,0.18,0.54,0.25
ontopia.csv,0.03,0.86,0.86,0.35,0.28,0.42,0.5
smartgwt.csv,0.0,0.74,0.63,0.61,0.21,0.22,0.29
