,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,61.0,1.0,0.0,2.0,0.0,8.0,1.0
bwapi.csv,61.0,1.0,0.0,2.0,14.0,7.0,1.0
gisgraphy.csv,27.0,0.0,0.0,1.0,3.0,4.0,2.0
lite.csv,23.0,0.0,1.0,1.0,15.0,1.0,7.0
ontopia.csv,59.0,0.0,0.0,3.0,7.0,3.0,0.0
smartgwt.csv,61.0,0.0,0.0,0.0,16.0,0.0,7.0
