,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.28,0.38,0.56,0.67,0.2,0.59
bwapi.csv,0.0,0.74,0.74,0.98,1.0,0.4,0.64
gisgraphy.csv,1.0,0.4,0.09,0.1,0.13,1.0,0.73
lite.csv,1.0,0.15,0.43,0.63,0.23,0.73,0.36
ontopia.csv,1.0,0.96,0.79,0.35,0.63,0.87,0.64
smartgwt.csv,0.0,0.67,0.49,0.73,0.47,0.13,0.32
