,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.51,0.39,0.4,0.49,0.53,0.48,0.42,0.34,0.39,0.48,0.38,0.53
codesmith.csv,0.71,0.49,0.67,0.72,0.49,0.64,0.46,0.48,0.29,0.45,0.41,0.49
icescrum.csv,0.51,0.55,0.58,0.69,0.54,0.55,0.49,0.33,0.52,0.56,0.48,0.88
ingex.csv,0.41,0.54,0.64,0.62,0.51,0.43,0.43,0.47,0.38,0.56,0.33,0.54
jrefactory.csv,0.45,0.55,0.49,0.53,0.55,0.53,0.61,0.41,0.71,0.48,0.48,0.38
jsecurity.csv,0.97,0.63,0.53,0.46,0.94,0.44,0.74,0.68,0.64,0.83,0.75,0.47
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.48,0.36,0.35,0.38,0.48,0.32,0.44
lite.csv,0.84,0.47,0.38,0.51,0.65,0.43,0.41,0.7,0.56,0.75,0.33,0.64
mobicents.csv,0.41,0.41,0.41,0.55,0.56,0.37,0.45,0.38,0.6,0.46,0.41,0.67
opendvr.csv,0.44,0.41,0.48,0.56,0.54,0.34,0.43,0.47,0.41,0.72,0.43,0.48
openefm.csv,0.39,0.49,0.43,0.49,0.86,0.5,0.38,0.4,0.0,0.46,0.35,0.38
sidekar.csv,0.0,0.65,0.0,0.0,0.48,0.0,0.0,0.0,0.36,0.44,0.0,0.0
