,recall,precision,pf,pci_20,ifa,wins
beast-mcmc.csv,0.705,0.495,0.52,0.44999999999999996,0.5,8
codesmith.csv,0.595,0.375,0.5549999999999999,0.49,1.0,3
icescrum.csv,0.45999999999999996,0.515,0.25,0.545,0.5,10
ingex.csv,0.615,0.49,0.6,0.49,1.5,5
jrefactory.csv,0.47,0.375,0.52,0.51,1.0,2
jsecurity.csv,0.305,0.49,0.2,0.66,1.0,11
libopenmetaverse.csv,0.995,0.375,0.95,0.38,2.0,1
lite.csv,0.595,0.435,0.395,0.535,1.0,9
mobicents.csv,0.655,0.445,0.45499999999999996,0.43,1.5,6
opendvr.csv,0.595,0.47,0.385,0.45499999999999996,2.5,7
openefm.csv,0.585,0.475,0.49,0.41500000000000004,1.0,4
sidekar.csv,0.0,0.0,0.0,0.0,74.0,0
