,f1,g,recall,precision,pf,wins
beast-mcmc.csv,0.5700000000000001,0.61,0.705,0.495,0.52,11
codesmith.csv,0.42,0.52,0.595,0.375,0.5549999999999999,4
icescrum.csv,0.44999999999999996,0.5,0.45999999999999996,0.515,0.25,9
ingex.csv,0.53,0.56,0.615,0.49,0.6,6
jrefactory.csv,0.375,0.435,0.47,0.375,0.52,1
jsecurity.csv,0.39,0.345,0.305,0.49,0.2,3
libopenmetaverse.csv,0.535,0.2,0.995,0.375,0.95,2
lite.csv,0.475,0.47500000000000003,0.595,0.435,0.395,5
mobicents.csv,0.51,0.5,0.655,0.445,0.45499999999999996,8
opendvr.csv,0.515,0.59,0.595,0.47,0.385,10
openefm.csv,0.48,0.55,0.585,0.475,0.49,7
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
