,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.49,0.27,0.18,0.23,0.45,0.66,0.5,0.49,0.49,0.47,0.98,0.15,0.69,0.16,0.64,0.69,0.09
emeraldemu.csv,0.39,0.25,0.23,0.25,0.54,0.46,0.36,0.96,0.32,0.49,0.58,0.22,0.71,0.46,0.58,0.26,0.21
grafx2.csv,0.5,0.31,0.17,0.27,0.4,0.46,0.32,0.53,0.41,0.38,0.4,0.4,0.66,0.98,0.69,0.8,0.09
jahshakafx.csv,0.98,0.3,0.21,0.18,0.31,0.22,0.25,0.38,0.19,0.27,0.31,0.18,0.45,0.62,0.32,0.39,0.17
kindb.csv,0.63,0.33,0.19,0.36,0.51,0.58,0.47,0.55,0.55,0.59,0.68,0.53,0.75,0.74,0.77,1.0,0.16
maya-work-in-progress.csv,0.62,0.27,0.18,0.33,0.65,0.61,0.48,0.5,0.54,0.97,0.62,0.46,0.78,0.52,0.77,0.78,0.1
novembre.csv,0.61,0.22,0.24,0.34,0.33,0.24,0.97,0.51,0.2,0.17,0.42,0.19,0.48,0.13,0.46,0.11,0.33
ns-3.csv,0.52,0.23,0.13,0.22,0.51,0.99,0.48,0.44,0.41,0.48,0.53,0.43,0.73,0.43,0.67,0.54,0.07
nullc.csv,0.43,0.19,0.1,0.23,1.0,0.72,0.45,0.46,0.55,0.53,0.54,0.43,0.82,0.68,0.78,0.82,0.1
open-beos.csv,0.59,0.3,0.2,0.33,0.46,0.56,0.32,0.58,0.95,0.52,0.62,0.36,0.69,0.52,0.65,0.55,0.14
pixel-commandos.csv,0.04,0.04,0.0,0.13,0.15,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.08,0.0,1.0
planeshift.csv,0.61,0.3,0.13,0.34,0.57,0.67,0.48,0.58,0.59,0.58,0.51,0.43,0.99,0.68,0.74,0.78,0.08
plee-the-bear.csv,0.25,0.05,0.92,0.0,0.67,0.7,0.34,0.3,0.45,0.53,0.56,0.32,0.62,0.4,0.51,0.65,0.05
reaper-ecad.csv,0.31,0.15,0.16,0.98,0.25,0.33,0.12,0.3,0.01,0.39,0.42,0.13,0.33,0.0,0.39,0.06,0.0
sbml.csv,0.52,0.22,0.14,0.23,0.71,0.69,0.38,0.52,0.57,0.52,0.63,0.45,0.83,0.67,0.99,0.8,0.14
unimrcp.csv,0.55,0.31,0.3,0.23,0.53,0.27,0.52,0.5,0.38,0.31,0.42,0.98,0.38,0.36,0.43,0.45,0.07
unladen-swallow.csv,0.18,0.69,0.14,0.05,0.35,0.43,0.38,0.16,0.06,0.06,0.5,0.27,0.56,0.44,0.55,0.29,0.4
