,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.31,0.16,0.38,0.09,0.18,0.37,0.45,0.3,0.25,0.15,0.02,0.12,0.43,0.05,0.12,0.0,0.43
emeraldemu.csv,0.44,0.37,0.21,0.73,0.36,0.17,0.2,0.0,0.04,0.04,0.57,0.19,0.39,0.03,0.38,0.0,0.24
grafx2.csv,0.16,0.28,0.37,0.29,0.18,0.32,0.42,0.19,0.25,0.04,0.38,0.23,0.2,0.03,0.31,0.12,0.2
jahshakafx.csv,0.0,0.14,0.14,0.04,0.0,0.05,0.15,0.1,0.05,0.0,0.23,0.19,0.11,0.11,0.06,0.19,0.08
kindb.csv,0.32,0.42,0.36,0.4,0.27,0.36,0.52,0.36,0.32,0.13,0.45,0.46,0.28,0.21,0.22,0.0,0.45
maya-work-in-progress.csv,0.39,0.5,0.5,0.4,0.36,0.29,0.65,0.5,0.41,0.0,0.85,0.31,0.61,0.08,0.34,0.31,0.56
novembre.csv,0.15,0.49,0.18,0.12,0.0,0.04,0.0,0.1,0.04,0.0,0.17,0.03,0.09,0.03,0.03,0.0,0.12
ns-3.csv,0.36,0.53,0.63,0.59,0.0,0.0,0.65,0.56,0.33,0.34,0.38,0.58,0.33,0.68,0.31,0.25,0.59
nullc.csv,0.87,0.93,0.99,0.98,0.0,0.83,0.92,0.79,0.92,0.87,0.47,0.88,0.98,0.95,0.88,0.94,0.76
open-beos.csv,0.26,0.3,0.27,0.32,0.27,0.35,0.4,0.28,0.0,0.17,0.57,0.38,0.33,0.16,0.16,0.0,0.41
pixel-commandos.csv,0.0,0.02,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planeshift.csv,0.42,0.43,0.66,0.42,0.27,0.49,0.8,0.45,0.45,0.51,0.26,0.58,0.02,0.21,0.22,0.31,0.76
plee-the-bear.csv,0.71,0.39,0.0,0.0,1.0,0.92,0.82,0.77,0.92,0.98,0.72,0.91,0.76,0.76,0.78,0.88,0.9
reaper-ecad.csv,0.07,0.05,0.1,0.0,0.0,0.12,0.0,0.08,0.01,0.19,0.32,0.01,0.07,0.03,0.06,0.0,0.07
sbml.csv,0.43,0.75,0.61,0.77,0.55,0.52,0.8,0.63,0.7,0.57,0.57,0.78,0.54,0.87,0.03,1.0,0.56
unimrcp.csv,0.19,0.21,0.17,0.18,0.27,0.16,0.12,0.09,0.1,0.02,0.17,0.0,0.07,0.05,0.0,0.0,0.24
unladen-swallow.csv,0.03,0.02,0.01,0.08,0.18,0.31,0.28,0.03,0.02,0.02,0.66,0.42,0.46,0.08,0.69,0.06,0.0
