,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.33,0.7,0.61,0.82,0.83,0.84,0.58
bibedt.csv,0.72,0.5,0.37,0.83,0.69,0.84,0.84
fulguro.csv,0.68,1.0,1.0,0.81,0.84,1.01,0.53
glelite.csv,1.0,0.93,1.0,0.98,0.93,0.03,0.68
go.csv,0.71,0.31,0.83,0.74,0.67,0.59,0.94
libmesh.csv,1.0,0.84,0.81,0.92,0.46,1.0,0.86
moving-pictures.csv,0.49,0.8,0.58,0.45,0.85,0.71,0.61
