,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.85,0.3,0.4,0.21,0.31,0.16,0.45
bibedt.csv,0.88,0.53,0.7,0.25,0.38,0.49,0.64
fulguro.csv,0.85,0.0,0.9,0.89,0.35,0.86,0.55
glelite.csv,1.0,0.99,0.8,0.86,0.81,0.97,0.82
go.csv,0.96,0.76,1.0,0.32,0.58,0.51,0.73
libmesh.csv,0.0,0.27,0.2,0.71,0.69,0.0,0.36
moving-pictures.csv,0.69,0.2,0.5,0.61,0.31,0.29,0.64
