,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.31,0.64,0.67,0.69,0.41,0.88,0.6
bibedt.csv,0.33,0.52,0.69,0.61,0.71,0.66,0.46
fulguro.csv,0.37,0.0,0.38,0.3,0.55,0.54,0.7
glelite.csv,0.32,0.4,0.4,0.31,0.48,0.5,0.51
go.csv,0.31,0.46,0.43,0.56,0.51,0.55,0.44
libmesh.csv,0.0,0.97,0.86,0.36,0.91,0.0,0.74
moving-pictures.csv,0.33,0.94,0.41,0.46,0.35,0.47,0.43
