,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.88,0.89,0.28,0.17,0.92,0.87,0.45,0.2,0.01,0.14,0.21,0.59,0.99,0.7,0.62,0.88
amygdala.csv,0.73,0.81,0.3,0.42,0.75,0.78,0.34,0.11,0.0,0.0,0.15,1.0,0.25,0.85,0.7,0.5
awemud.csv,1.0,0.76,0.14,0.15,0.88,0.79,0.51,0.14,0.01,0.5,0.18,0.62,0.48,0.7,0.56,0.58
bullet.csv,0.72,0.72,0.16,1.0,1.0,1.0,0.34,0.05,0.0,0.22,0.15,0.58,0.23,0.5,0.67,0.57
customwars.csv,0.83,0.52,0.13,0.4,0.78,0.68,0.4,0.37,0.0,1.0,1.0,0.5,0.38,0.59,0.7,0.57
dvd-create.csv,0.73,0.66,0.3,0.2,1.0,0.79,0.36,0.22,0.0,0.21,0.15,0.57,0.21,0.62,0.67,0.77
gbif-indexingtoolkit.csv,0.85,0.41,0.33,0.16,0.67,0.7,0.59,1.0,0.0,0.0,0.32,0.17,0.28,0.83,0.5,0.67
go.csv,0.77,0.99,0.28,0.27,0.89,0.83,0.43,0.15,0.0,0.4,0.16,0.55,0.4,0.77,0.57,0.6
gss.csv,0.74,0.6,0.27,0.27,0.78,0.74,0.41,0.22,0.0,0.22,0.14,0.46,0.31,0.66,0.6,1.0
kwave.csv,0.79,0.63,1.0,0.26,0.8,0.77,0.41,0.19,0.0,0.25,0.14,0.45,0.29,0.81,0.62,0.76
lsb.csv,0.77,0.69,0.19,0.94,0.84,0.79,0.36,0.19,0.0,0.0,0.15,0.56,0.31,0.59,0.62,0.63
mpgravity.csv,0.9,0.66,0.12,0.19,0.83,0.75,0.41,0.24,0.01,1.0,0.2,0.58,0.35,0.68,0.58,0.59
qcad2.csv,0.88,0.73,0.27,0.67,0.85,0.93,1.0,0.23,0.0,0.0,0.18,0.64,0.47,0.68,0.57,0.59
qtwin.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
roller.csv,0.68,0.72,0.43,0.23,0.81,0.76,0.39,0.23,0.0,0.22,0.17,0.62,0.21,0.97,0.57,0.71
xinity.csv,0.75,0.75,0.31,0.33,0.93,0.76,0.34,0.14,0.0,0.0,0.17,0.68,0.22,0.64,1.0,0.5
