,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.4,0.51,0.56,0.87,0.56,0.61,0.65,0.51,0.69,0.71,0.5,0.59,0.56,0.52,0.41,0.88
amygdala.csv,0.57,0.94,0.9,0.96,0.92,0.47,0.55,0.54,0.57,0.0,0.49,0.5,0.69,0.54,0.5,0.6
awemud.csv,0.43,0.44,0.64,0.8,0.4,0.61,0.43,0.45,0.62,0.5,0.36,0.58,0.5,0.44,0.36,0.42
bullet.csv,0.39,0.44,0.41,0.75,0.89,0.41,0.48,0.7,0.98,0.45,0.58,0.42,0.9,0.58,0.48,0.38
customwars.csv,0.92,0.85,0.74,0.73,0.54,0.65,0.96,0.74,0.99,0.5,0.93,0.93,0.54,0.72,0.65,0.79
dvd-create.csv,0.38,0.4,0.46,0.66,0.41,0.44,0.44,0.41,0.47,0.61,0.37,0.38,0.56,0.43,0.36,0.46
gbif-indexingtoolkit.csv,0.95,0.97,0.92,0.62,0.93,0.91,0.94,0.91,0.91,0.0,0.73,0.83,0.8,0.92,0.88,0.67
go.csv,0.41,0.46,0.52,0.76,0.49,0.45,0.47,0.38,0.51,0.9,0.39,0.47,0.46,0.44,0.38,0.38
gss.csv,0.39,0.39,0.45,0.6,0.46,0.37,0.45,0.37,0.49,0.47,0.33,0.44,0.45,0.41,0.28,0.4
kwave.csv,0.6,0.41,0.93,0.58,0.41,0.54,0.65,0.46,0.72,0.69,0.38,0.66,0.58,0.52,0.4,0.45
lsb.csv,0.37,0.39,0.4,0.56,0.39,0.36,0.46,0.42,0.46,0.0,0.33,0.4,0.43,0.35,0.29,0.34
mpgravity.csv,0.51,0.51,0.52,0.64,0.44,0.46,0.54,0.41,0.63,0.82,0.43,0.65,0.47,0.45,0.42,0.55
qcad2.csv,0.73,0.52,0.82,0.67,0.7,0.86,0.62,0.48,0.68,0.0,0.47,0.91,0.74,0.55,0.5,0.59
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.49,0.43,0.93,0.58,0.4,0.69,0.5,0.5,0.53,0.72,0.39,0.49,0.56,0.43,0.34,0.39
xinity.csv,0.46,0.52,0.69,0.93,0.49,0.57,0.5,0.41,0.5,0.0,0.45,0.49,0.7,0.41,0.41,0.5
