,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.67,0.57,0.29,0.18,0.46,0.44,0.41,0.3,0.02,0.18,0.31,0.36,0.96,0.64,0.59,0.37
amygdala.csv,0.57,0.27,0.23,0.31,0.21,0.54,0.42,0.15,0.0,0.0,0.24,1.0,0.29,0.64,0.59,0.4
awemud.csv,0.99,0.65,0.16,0.17,0.69,0.57,0.58,0.2,0.01,0.14,0.29,0.5,0.56,0.64,0.52,0.52
bullet.csv,0.77,0.76,0.26,0.16,0.22,0.99,0.49,0.06,0.01,0.35,0.24,0.72,0.23,0.45,0.59,0.63
customwars.csv,0.22,0.3,0.17,0.41,0.56,0.46,0.27,0.47,0.0,0.29,0.94,0.27,0.5,0.36,0.5,0.36
dvd-create.csv,0.76,0.77,0.45,0.3,0.99,0.76,0.52,0.33,0.01,0.3,0.25,0.71,0.28,0.6,0.67,0.71
gbif-indexingtoolkit.csv,0.35,0.25,0.29,0.25,0.36,0.36,0.31,1.0,0.0,0.0,0.36,0.05,0.28,0.23,0.16,0.12
go.csv,0.8,0.98,0.36,0.34,0.69,0.64,0.55,0.24,0.01,0.36,0.27,0.63,0.53,0.77,0.58,0.69
gss.csv,0.78,0.69,0.4,0.41,0.73,0.77,0.54,0.32,0.01,0.32,0.24,0.57,0.47,0.6,0.68,1.0
kwave.csv,0.59,0.76,0.97,0.42,0.86,0.57,0.49,0.27,0.0,0.29,0.22,0.39,0.4,0.66,0.62,0.75
lsb.csv,0.84,0.77,0.29,0.84,0.76,0.86,0.53,0.3,0.01,0.0,0.25,0.67,0.46,0.71,0.73,0.73
mpgravity.csv,0.71,0.63,0.19,0.29,0.74,0.66,0.52,0.38,0.01,0.96,0.3,0.47,0.5,0.67,0.6,0.5
qcad2.csv,0.52,0.65,0.22,0.08,0.46,0.32,0.99,0.33,0.01,0.0,0.27,0.29,0.4,0.61,0.46,0.5
qtwin.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.06
roller.csv,0.64,0.81,0.4,0.37,0.89,0.46,0.52,0.32,0.0,0.27,0.27,0.62,0.29,0.99,0.59,0.69
xinity.csv,0.63,0.68,0.38,0.17,0.71,0.54,0.46,0.2,0.01,0.0,0.27,0.67,0.26,0.65,1.0,0.48
