,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.54,0.42,0.31,0.2,0.31,0.3,0.38,0.64,0.67,0.25,0.53,0.26,0.93,0.59,0.56,0.23
amygdala.csv,0.46,0.16,0.19,0.24,0.12,0.42,0.54,0.27,0.17,0.0,0.53,1.0,0.33,0.52,0.51,0.33
awemud.csv,0.97,0.57,0.19,0.2,0.57,0.45,0.69,0.36,1.0,0.08,0.76,0.42,0.69,0.59,0.49,0.47
bullet.csv,0.83,0.8,0.62,0.09,0.12,0.99,0.85,0.09,0.17,0.75,0.53,0.95,0.24,0.41,0.54,0.7
customwars.csv,0.13,0.22,0.25,0.42,0.43,0.34,0.21,0.64,0.0,0.17,0.88,0.18,0.72,0.25,0.39,0.27
dvd-create.csv,0.79,0.91,0.94,0.62,0.99,0.73,0.92,0.73,0.67,0.5,0.71,0.92,0.42,0.57,0.68,0.67
gbif-indexingtoolkit.csv,0.22,0.18,0.25,0.58,0.24,0.24,0.21,1.0,0.33,0.0,0.41,0.03,0.28,0.13,0.1,0.07
go.csv,0.82,0.97,0.5,0.47,0.57,0.52,0.79,0.55,1.0,0.33,0.88,0.74,0.8,0.77,0.59,0.8
gss.csv,0.82,0.81,0.75,0.87,0.69,0.81,0.81,0.55,1.0,0.58,0.71,0.76,0.95,0.56,0.78,1.0
kwave.csv,0.47,0.94,0.94,1.0,0.93,0.45,0.6,0.45,0.33,0.33,0.53,0.34,0.63,0.56,0.61,0.73
lsb.csv,0.92,0.89,0.62,0.76,0.7,0.94,0.96,0.73,1.0,0.0,0.94,0.82,0.94,0.88,0.88,0.87
mpgravity.csv,0.59,0.59,0.38,0.58,0.66,0.58,0.69,0.91,0.83,0.92,0.65,0.39,0.9,0.67,0.61,0.43
qcad2.csv,0.37,0.58,0.19,0.04,0.31,0.19,0.98,0.64,0.33,0.0,0.59,0.18,0.35,0.55,0.39,0.43
qtwin.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.03
roller.csv,0.6,0.92,0.38,0.89,0.99,0.33,0.81,0.55,0.33,0.33,0.71,0.63,0.47,1.0,0.61,0.67
xinity.csv,0.54,0.63,0.5,0.11,0.57,0.42,0.73,0.36,0.67,0.0,0.65,0.66,0.31,0.67,1.0,0.47
