,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.63,0.29,1.0,0.0,0.83,0.38,0.33,0.29,0.21,0.58,0.11,0.04,0.17,0.55,0.2,0.11,0.74,0.43,0.38,0.93
baadengine.csv,0.92,0.06,0.94,0.01,0.75,0.24,0.31,0.27,0.18,0.51,0.12,0.04,0.21,0.59,0.23,0.12,0.85,0.42,0.39,0.95
bibedt.csv,0.97,0.0,0.95,0.02,0.68,0.32,0.48,0.36,0.21,0.9,0.18,0.1,0.6,0.83,0.38,0.1,0.85,0.45,0.52,0.93
cascading.csv,0.8,0.06,0.98,0.02,0.7,0.37,0.43,0.28,0.26,0.78,0.15,0.03,0.28,0.71,0.19,0.09,0.89,0.47,0.5,1.0
dataobjectsdotnet.csv,0.7,0.06,0.97,0.03,0.73,0.46,0.37,0.3,0.2,0.38,0.14,0.0,0.22,0.79,0.14,0.1,0.85,0.6,0.44,0.0
gnome-jabber.csv,0.88,0.0,0.96,0.0,0.71,0.5,0.5,0.34,0.31,0.52,0.09,0.05,0.18,0.67,0.2,0.11,0.8,0.43,0.42,0.98
gogoego.csv,0.84,0.0,0.94,0.05,0.69,0.2,0.46,0.36,0.2,0.47,0.17,0.0,0.25,0.83,0.24,0.06,0.78,0.52,0.67,0.96
httpcontentparser.csv,0.69,0.03,0.98,0.0,0.67,0.12,1.0,0.27,0.2,0.8,0.31,0.03,0.29,0.71,0.14,0.14,0.76,0.42,0.5,1.0
impala.csv,0.63,0.08,1.0,0.02,0.57,0.31,0.27,0.23,0.17,0.3,0.11,0.0,0.26,0.58,0.25,0.22,0.75,0.4,0.44,0.94
jaxlib.csv,0.84,0.04,0.96,0.0,0.6,0.34,0.58,0.29,0.26,0.39,0.16,0.4,0.36,0.79,0.17,0.09,0.83,0.46,0.5,1.0
jgameai.csv,0.81,0.22,1.0,0.0,0.67,0.4,0.13,0.25,0.13,0.67,0.02,0.06,0.17,0.38,0.0,0.14,1.0,0.23,1.0,0.94
jhotdraw.csv,0.74,0.09,0.98,0.02,0.58,0.32,0.0,0.25,0.46,0.32,0.08,0.03,0.15,0.55,0.18,0.07,0.82,0.39,0.43,0.9
loki-lib.csv,0.84,0.07,0.96,0.01,0.76,0.3,0.31,0.29,0.19,0.45,0.16,0.03,0.23,0.59,0.23,0.13,0.84,0.44,0.58,0.94
patterntesting.csv,0.75,0.06,0.98,0.01,0.6,0.3,0.32,0.24,0.2,0.67,0.11,0.04,0.19,0.62,0.13,0.1,0.79,0.42,0.4,0.98
pokeglobal.csv,0.8,0.03,0.98,0.06,0.78,0.22,0.31,0.33,0.16,0.4,0.2,0.0,0.22,0.47,0.12,0.14,0.86,0.6,0.57,1.0
snakeyaml.csv,0.73,0.0,0.95,0.03,0.71,0.27,0.55,0.33,0.22,0.72,0.21,0.04,0.29,0.82,0.39,0.05,0.81,0.55,0.25,0.96
unflobtactical.csv,0.83,0.09,0.98,0.01,0.65,0.32,0.6,0.24,0.16,0.51,0.15,0.05,0.32,0.79,0.16,0.1,0.84,0.5,0.56,0.94
werx.csv,0.75,0.08,1.0,0.01,0.58,0.29,0.31,0.23,0.18,0.38,0.1,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.95
zealos.csv,0.81,0.18,0.99,0.0,0.8,0.4,0.51,0.27,0.3,0.56,0.14,0.0,0.33,0.88,0.33,0.0,0.86,0.45,0.55,1.0
