,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.93,0.18,0.97,1.08,0.88,0.63,0.94,0.67,0.7,0.57,0.95,0.98,0.77,0.77,0.52,0.8,0.8,0.72,0.98,0.89
baadengine.csv,0.32,0.91,1.05,0.78,0.5,0.79,1.0,0.87,1.0,0.54,0.75,0.96,0.93,0.85,0.46,0.98,0.53,0.74,1.0,1.0
bibedt.csv,0.85,1.02,1.19,0.43,0.65,0.66,0.46,0.64,0.66,0.7,0.49,0.4,0.41,0.46,0.64,0.8,0.72,0.72,0.59,0.8
cascading.csv,0.61,0.78,1.01,0.46,0.52,0.6,0.5,0.68,0.56,0.54,0.55,0.88,0.59,0.5,0.55,0.85,0.4,0.66,0.72,0.93
dataobjectsdotnet.csv,0.87,0.94,1.06,0.38,0.64,0.78,0.76,0.61,0.8,0.94,0.67,1.04,0.68,0.7,0.73,0.77,0.63,0.51,0.7,1.0
gnome-jabber.csv,0.7,1.03,0.9,1.08,0.73,0.89,0.87,0.73,0.74,0.57,0.81,0.75,0.78,0.66,0.62,0.75,0.82,0.82,0.66,0.38
gogoego.csv,0.84,1.05,1.2,0.21,0.6,0.86,0.46,0.57,0.7,0.62,0.64,1.03,0.59,0.72,0.46,0.91,0.91,0.68,0.86,0.62
httpcontentparser.csv,0.82,0.92,0.72,1.06,0.64,0.97,0.93,0.66,0.82,0.87,0.32,0.83,0.58,0.58,0.78,0.66,0.76,0.75,0.72,0.98
impala.csv,0.94,0.71,0.75,0.44,0.83,0.79,0.77,0.77,0.75,0.84,0.95,1.08,0.62,0.89,0.82,0.52,0.78,0.76,0.63,0.86
jaxlib.csv,0.73,0.87,0.92,1.16,0.73,0.63,0.55,0.63,0.83,0.77,0.54,0.06,0.55,0.44,0.86,0.81,0.62,0.77,0.67,0.95
jgameai.csv,0.96,0.29,0.99,1.0,0.91,0.57,1.01,0.92,0.94,0.93,0.99,0.61,0.76,0.92,1.0,0.92,0.98,0.98,0.97,0.78
jhotdraw.csv,0.82,0.65,0.78,0.45,0.9,0.67,1.0,0.85,0.43,0.82,0.81,0.87,0.84,0.85,0.58,0.88,0.63,0.78,0.9,0.92
loki-lib.csv,0.71,0.82,1.11,0.86,0.48,0.69,0.94,0.68,0.7,0.66,0.52,0.92,0.66,0.69,0.63,0.69,0.6,0.73,0.47,1.0
patterntesting.csv,1.0,0.99,1.01,0.96,0.93,0.94,0.88,0.96,0.85,0.4,0.98,1.0,0.88,0.81,1.0,0.87,0.94,0.84,0.85,0.44
pokeglobal.csv,0.62,0.99,1.02,0.17,0.38,0.86,1.0,0.63,0.84,0.84,0.47,1.08,0.79,0.85,0.76,0.64,0.52,0.72,0.86,0.97
snakeyaml.csv,0.77,1.14,1.04,0.35,0.58,0.78,0.36,0.65,0.7,0.58,0.55,0.71,0.81,0.61,0.4,0.95,0.72,0.67,0.97,0.76
unflobtactical.csv,0.53,0.63,0.78,0.7,0.61,0.87,0.8,0.75,0.81,0.55,0.57,0.65,0.47,0.35,0.77,0.78,0.59,0.71,0.57,1.0
werx.csv,0.99,0.83,0.03,1.0,0.97,1.0,1.0,0.94,1.0,1.0,0.99,0.98,1.0,1.0,0.99,0.96,0.97,1.0,0.98,1.0
zealos.csv,0.71,0.62,0.46,1.02,0.9,0.78,0.4,0.82,0.67,0.69,0.86,1.04,0.9,0.8,0.93,1.0,0.63,0.92,0.8,0.97
