,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.92,0.91,0.68,0.65,0.67,0.83,0.75,0.67,0.94,0.92,0.78,0.58,0.45,0.8,0.88
arianne.csv,0.51,0.53,0.48,0.51,0.45,0.79,0.7,0.47,0.55,0.54,0.69,0.58,0.69,0.67,0.36
auber.csv,0.97,0.43,0.51,0.69,0.52,0.79,0.57,0.93,0.53,0.52,0.82,0.49,0.5,0.75,0.86
bl-toolkit.csv,0.72,0.61,0.48,0.88,0.96,0.95,0.64,0.95,0.67,0.78,0.52,0.5,0.52,0.71,0.58
growl-for-windows.csv,0.42,0.46,0.47,0.8,0.48,0.52,0.55,0.61,0.52,0.55,0.49,0.49,0.55,0.55,0.57
keyczar.csv,0.71,0.67,0.92,0.62,0.92,0.47,0.41,0.62,0.82,0.63,0.5,1.0,0.95,0.45,0.9
kml.csv,0.65,0.4,0.7,0.7,0.46,0.93,0.43,0.51,0.45,0.44,0.56,0.47,0.51,0.56,0.61
knowledge.csv,0.4,0.41,0.44,0.52,0.38,0.41,0.37,0.4,0.45,0.42,0.53,0.39,0.49,0.43,0.37
les-indemodables.csv,0.95,0.87,0.65,0.78,0.58,0.89,0.91,0.65,0.74,0.62,0.8,0.76,0.6,0.53,0.47
lportal.csv,0.58,0.94,0.7,0.0,0.74,0.95,0.69,0.94,0.93,0.97,0.81,0.99,0.96,0.92,0.67
lufa-lib.csv,0.59,0.5,0.7,0.64,0.42,0.61,0.54,0.81,0.76,0.64,0.76,0.65,0.66,0.79,0.58
micomt.csv,0.43,0.46,0.48,0.68,0.49,0.92,0.43,0.4,0.49,0.45,0.55,0.44,0.56,0.74,0.49
sigil.csv,0.86,0.36,0.61,0.62,0.43,0.92,0.83,0.46,0.48,0.65,0.79,0.5,0.48,0.64,0.88
ultimairis.csv,0.41,0.42,0.42,0.52,0.43,0.69,0.36,0.81,0.46,0.41,0.56,0.41,0.52,0.45,0.47
voms.csv,0.95,0.92,0.86,0.9,0.86,0.0,0.76,0.66,0.91,0.93,0.92,1.0,0.92,0.8,0.71
