,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.37,0.3,0.46,0.31,0.95,0.32,0.5,0.12,0.32,0.2,0.42,0.12,0.63,0.11,0.27
arianne.csv,1.0,0.66,0.68,0.26,0.58,0.38,0.36,0.46,0.67,0.67,0.4,0.07,0.29,0.56,0.58
auber.csv,0.37,0.87,0.69,0.16,0.6,0.37,0.56,0.36,0.61,0.98,0.53,0.09,0.61,0.12,0.14
bl-toolkit.csv,0.46,0.65,0.98,0.0,0.28,0.41,0.61,0.15,0.6,0.41,0.6,0.11,0.54,0.53,0.4
growl-for-windows.csv,0.53,0.78,0.6,0.28,0.6,0.42,0.49,0.44,0.66,0.58,0.52,0.12,0.56,0.43,0.99
keyczar.csv,0.36,0.06,0.23,0.29,0.12,0.1,0.5,0.31,0.32,0.47,0.4,0.02,0.21,0.99,0.3
kml.csv,0.56,0.86,0.47,0.1,0.52,0.29,0.99,0.46,0.77,0.7,0.64,0.12,0.54,0.59,0.37
knowledge.csv,0.68,0.99,0.77,0.23,0.51,0.33,0.65,0.44,0.73,0.67,0.6,0.08,0.53,0.86,0.59
les-indemodables.csv,0.18,0.39,0.39,0.11,0.51,0.09,0.26,0.4,0.53,0.36,0.37,0.13,0.97,0.49,0.51
lportal.csv,0.41,0.35,0.41,0.0,0.15,0.19,0.24,0.34,0.03,0.26,0.26,0.9,0.33,0.2,0.7
lufa-lib.csv,0.42,0.67,0.6,0.23,0.53,0.25,0.63,0.25,0.52,0.5,0.98,0.11,0.41,0.42,0.7
micomt.csv,0.59,0.86,0.74,0.12,0.48,0.85,0.58,0.47,0.7,0.68,0.48,0.08,0.57,0.53,0.77
sigil.csv,0.46,0.82,0.62,0.27,0.59,0.48,0.29,0.42,0.96,0.5,0.38,0.12,0.53,0.34,0.32
ultimairis.csv,0.66,0.95,0.82,0.21,0.52,0.4,0.64,0.9,0.7,0.68,0.56,0.07,0.54,0.85,0.75
voms.csv,0.17,0.3,0.31,0.95,0.07,0.0,0.46,0.23,0.32,0.25,0.16,0.12,0.24,0.15,0.24
