,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.75,0.82,0.69,0.59,0.1,0.77,0.64,0.94,0.8,0.88,0.69,0.57,0.44,0.95,0.84
arianne.csv,0.01,0.54,0.65,0.62,0.53,0.54,0.77,0.65,0.62,0.53,0.81,0.73,0.85,0.69,0.85
auber.csv,0.76,0.45,0.64,0.8,0.41,0.58,0.56,0.77,0.58,0.03,0.58,0.7,0.45,0.94,0.94
bl-toolkit.csv,0.68,0.55,0.04,1.01,0.79,0.52,0.55,0.91,0.62,0.78,0.98,0.57,0.83,0.69,0.82
growl-for-windows.csv,0.93,0.86,0.66,0.61,0.41,0.48,0.76,0.61,0.61,0.57,0.66,0.53,0.58,0.83,0.03
keyczar.csv,0.76,0.99,0.89,0.55,0.93,1.07,0.76,0.76,0.82,0.76,0.79,0.97,0.87,0.07,0.82
kml.csv,0.57,0.46,0.76,0.91,0.58,0.72,0.03,0.6,0.43,0.6,0.72,0.53,0.65,0.64,0.85
knowledge.csv,0.66,0.02,0.83,0.8,0.83,0.9,0.87,0.97,0.97,0.93,0.96,0.94,0.92,0.93,0.88
les-indemodables.csv,0.9,0.76,0.76,0.9,0.54,0.93,0.84,0.67,0.62,0.77,0.74,0.62,0.05,0.67,0.67
lportal.csv,0.89,0.98,0.98,1.0,1.05,0.82,1.07,0.72,1.04,0.91,0.88,0.16,0.8,0.99,0.6
lufa-lib.csv,0.8,0.63,0.57,0.73,0.56,0.78,0.51,0.82,0.65,0.68,0.03,0.59,0.78,0.73,0.6
micomt.csv,0.93,1.02,0.97,0.96,0.7,0.16,0.87,0.97,0.68,0.8,0.91,0.84,0.74,0.87,0.84
sigil.csv,0.67,0.35,0.55,0.68,0.55,0.55,0.83,0.67,0.06,0.64,0.73,0.55,0.58,0.79,0.81
ultimairis.csv,0.84,1.0,1.0,1.0,0.74,0.5,1.0,0.15,0.95,0.86,0.92,0.94,0.89,0.93,0.9
voms.csv,0.91,0.85,0.9,0.02,0.96,1.0,0.67,0.84,0.81,0.85,0.91,0.79,0.84,0.92,0.94
