,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.12,0.0,0.14,0.2,0.0,0.05,0.08,0.0,0.14,0.07,0.22,0.31,0.17,0.13,0.11
arianne.csv,0.0,0.2,0.55,0.58,0.52,0.29,0.26,0.56,0.54,0.42,0.59,0.5,0.51,0.4,0.72
auber.csv,0.14,0.4,0.55,0.58,0.22,0.22,0.26,0.03,0.38,0.0,0.19,0.66,0.28,0.07,0.22
bl-toolkit.csv,0.23,0.2,0.0,0.12,0.37,0.24,0.41,0.15,0.43,0.42,0.98,0.48,0.83,0.33,0.44
growl-for-windows.csv,0.87,0.8,0.45,0.24,0.28,0.29,0.59,0.39,0.51,0.25,0.53,0.43,0.51,0.47,0.0
keyczar.csv,0.24,0.2,0.23,0.32,0.24,0.75,0.62,0.38,0.27,0.51,0.55,0.12,0.23,0.07,0.17
kml.csv,0.27,0.4,0.41,0.47,0.54,0.19,0.03,0.44,0.38,0.56,0.71,0.49,0.6,0.33,0.44
knowledge.csv,0.65,0.0,0.82,0.79,0.83,0.9,0.87,0.96,0.97,0.93,0.96,0.94,0.92,0.93,0.78
les-indemodables.csv,0.1,0.0,0.18,0.12,0.2,0.14,0.13,0.19,0.08,0.25,0.18,0.22,0.0,0.07,0.28
lportal.csv,0.69,0.6,0.73,0.0,0.67,0.27,0.77,0.3,0.35,0.45,0.45,0.0,0.51,0.47,0.5
lufa-lib.csv,0.54,0.4,0.18,0.7,0.52,0.63,0.36,0.3,0.3,0.38,0.01,0.36,0.63,0.07,0.5
micomt.csv,0.91,1.0,0.95,0.79,0.67,0.03,0.85,0.97,0.65,0.78,0.85,0.83,0.74,0.67,0.83
sigil.csv,0.15,0.2,0.18,0.15,0.54,0.1,0.0,0.52,0.03,0.2,0.13,0.38,0.46,0.07,0.06
ultimairis.csv,0.83,1.0,1.0,1.0,0.74,0.39,1.0,0.02,0.95,0.85,0.92,0.93,0.89,0.93,0.89
voms.csv,0.09,0.2,0.45,0.02,0.13,0.0,0.21,0.3,0.03,0.07,0.01,0.1,0.11,0.07,0.44
