,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,103.0,1.0,1.0,0.0
arianne.csv,0.0,0.0,2.0,5.0,3.0,1.0,2.0,4.0,4.0,1.0,8.0,157.0,21.0,0.0,3.0
auber.csv,1.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,77.0,1.0,0.0,1.0
bl-toolkit.csv,3.0,0.0,0.0,74.0,9.0,1.0,2.0,0.0,4.0,1.0,11.0,288.0,0.0,1.0,3.0
growl-for-windows.csv,0.0,0.0,2.0,6.0,1.0,1.0,3.0,1.0,9.0,1.0,8.0,181.0,4.0,5.0,0.0
keyczar.csv,1.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,242.0,1.0,0.0,2.0
kml.csv,6.0,0.0,4.0,24.0,5.0,2.0,0.0,2.0,1.0,0.0,6.0,238.0,0.0,0.0,1.0
knowledge.csv,0.0,0.0,0.0,6.0,5.0,3.0,8.0,1.0,8.0,1.0,11.0,160.0,0.0,2.0,0.0
les-indemodables.csv,1.0,0.0,1.0,7.0,1.0,7.0,4.0,0.0,1.0,2.0,0.0,262.0,0.0,0.0,0.0
lportal.csv,0.0,0.0,0.0,74.0,11.0,3.0,3.0,1.0,13.0,1.0,7.0,0.0,0.0,4.0,0.0
lufa-lib.csv,7.0,0.0,1.0,11.0,2.0,3.0,3.0,1.0,4.0,1.0,0.0,144.0,0.0,1.0,0.0
micomt.csv,0.0,0.0,0.0,12.0,8.0,1.0,3.0,1.0,6.0,1.0,9.0,164.0,0.0,3.0,0.0
sigil.csv,0.0,0.0,1.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0
ultimairis.csv,0.0,0.0,0.0,13.0,8.0,1.0,3.0,0.0,8.0,2.0,11.0,171.0,0.0,3.0,0.0
voms.csv,0.0,0.0,0.0,0.0,6.0,71.0,2.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0,6.0
