,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.76,0.54,0.35,0.07,0.36,0.98,0.28,0.67,0.26,0.73,0.63,0.79,0.03,0.26,0.25
emulemorph.csv,0.61,0.8,0.2,0.13,0.5,1.0,0.0,0.0,0.0,0.89,0.45,1.0,0.0,0.0,0.09
fceugc.csv,0.83,0.68,0.0,0.09,0.55,0.96,0.38,0.81,0.13,0.68,0.7,0.57,0.04,0.37,0.19
gnukeda.csv,0.76,0.82,0.31,0.04,0.31,0.99,0.2,0.7,0.08,0.62,0.55,0.52,0.03,0.29,0.22
gusanos.csv,0.62,0.59,0.35,0.05,0.44,0.98,0.09,0.9,0.04,0.6,0.83,0.52,0.03,0.2,0.19
micomt.csv,0.77,0.53,0.31,0.06,0.4,0.96,0.55,0.7,0.1,0.72,0.58,0.6,0.02,0.23,0.21
modplug.csv,0.74,0.53,0.37,0.06,0.34,0.97,0.22,0.77,0.12,0.9,0.64,0.58,0.04,0.33,0.24
ogre.csv,0.69,0.74,0.23,0.04,0.3,1.0,0.19,0.69,0.11,0.75,0.46,0.55,0.0,0.21,0.2
openfrag.csv,0.72,0.58,0.52,0.06,0.46,0.89,0.32,0.8,0.09,0.85,0.77,0.7,0.03,0.45,0.25
oscarmcmaster.csv,0.8,0.68,0.52,0.05,0.43,1.0,0.34,0.82,0.21,0.89,0.71,0.7,0.03,0.52,0.28
pidgin.csv,0.85,0.64,0.5,0.0,0.25,0.92,0.17,0.84,0.2,0.94,0.85,0.54,0.03,0.3,0.26
repositorium.csv,0.0,0.48,0.5,0.06,0.31,0.99,0.07,0.6,0.25,0.48,0.5,0.47,0.03,0.15,0.24
unimrcp.csv,0.97,0.64,0.54,0.06,0.31,0.95,0.29,0.76,0.05,0.77,0.72,0.6,0.03,0.32,0.26
xapian.csv,0.74,0.61,0.2,0.06,0.45,0.97,0.7,0.63,0.12,0.83,0.56,0.66,0.02,0.55,0.21
xqilla.csv,0.73,0.57,0.25,0.07,0.31,0.97,0.06,0.4,0.07,0.61,0.52,0.4,0.3,0.15,0.16
