,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.29,0.39,0.67,0.11,0.43
nabu-library.csv,0.25,0.15,0.46,0.26,0.82
pcgen.csv,0.69,0.67,0.42,0.45,0.67
selenium.csv,0.72,0.59,0.44,0.51,0.41
tolven.csv,0.54,0.65,0.08,0.64,0.15
