,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.25,0.44,0.78,0.13,0.4
nabu-library.csv,0.2,0.15,0.62,0.26,0.84
pcgen.csv,0.33,0.68,0.0,0.3,0.05
selenium.csv,0.71,0.6,0.64,0.67,0.35
tolven.csv,0.49,0.69,0.09,0.72,0.1
