,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,1.0,11.0,0.0,74.0,0.0,5.0
bulmages.csv,0.0,81.0,1.0,0.0,1.0,1.0,7.0,63.0,2.0,5.0,0.0,0.0,0.0,81.0,74.0,2.0,74.0,11.0,0.0
forester-atv.csv,0.0,0.0,2.0,1.0,0.0,3.0,405.0,0.0,0.0,57.0,1.0,4.0,0.0,0.0,74.0,85.0,74.0,1.0,0.0
google-collections.csv,3.0,0.0,1.0,4.0,3.0,1.0,9.0,2.0,26.0,18.0,2.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,10.0
hannosset.csv,140.0,81.0,0.0,85.0,65.0,2.0,405.0,63.0,431.0,57.0,0.0,1.0,51.0,1.0,0.0,0.0,1.0,1.0,65.0
jbpm.csv,140.0,0.0,199.0,2.0,2.0,4.0,6.0,2.0,0.0,57.0,2.0,100.0,0.0,1.0,74.0,0.0,74.0,116.0,4.0
mevenide.csv,6.0,0.0,0.0,2.0,0.0,1.0,7.0,2.0,10.0,7.0,1.0,1.0,0.0,0.0,74.0,0.0,3.0,0.0,10.0
nassp.csv,0.0,0.0,7.0,0.0,1.0,0.0,11.0,1.0,8.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,13.0
open-media-library.csv,8.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,65.0
opendvr.csv,1.0,0.0,1.0,4.0,8.0,1.0,42.0,2.0,1.0,9.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,27.0
openefm.csv,4.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,4.0,0.0,12.0,0.0,0.0,10.0,0.0,6.0,12.0,24.0
oppna-program-hsatools.csv,2.0,0.0,1.0,3.0,2.0,1.0,8.0,2.0,1.0,14.0,0.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,8.0
paintown.csv,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,25.0,11.0,0.0,2.0,0.0,5.0,6.0,2.0,0.0,0.0,41.0
projectfactory.csv,1.0,0.0,0.0,0.0,3.0,5.0,40.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,16.0
smbopensoft.csv,9.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,8.0,65.0
st-filteredstatistics.csv,10.0,0.0,0.0,2.0,3.0,1.0,19.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,11.0,5.0,1.0,6.0,29.0
thedata.csv,0.0,0.0,1.0,1.0,65.0,8.0,405.0,0.0,41.0,9.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,5.0,0.0
trackit.csv,3.0,0.0,2.0,0.0,3.0,5.0,31.0,0.0,25.0,10.0,0.0,4.0,1.0,0.0,12.0,0.0,0.0,5.0,7.0
wxstudio.csv,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,8.0,1.0,2.0,1.0,3.0,24.0,0.0,0.0,2.0,8.0
