,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.84,1.19,0.97,0.65,0.76,0.83,0.13,0.73,0.78,0.6,1.0,0.66,0.88,0.91,0.95,0.75,1.0,0.73,0.82
bulmages.csv,0.94,1.0,0.94,0.95,0.85,0.94,0.83,1.0,0.88,0.76,0.93,0.1,0.92,1.0,1.0,0.97,1.0,0.89,0.75
forester-atv.csv,0.94,0.8,0.45,0.78,0.04,0.86,1.0,0.88,0.9,1.0,0.94,0.95,0.85,0.95,1.0,1.0,1.0,0.93,0.75
google-collections.csv,1.0,0.0,0.9,0.98,1.0,0.99,1.0,0.96,0.96,1.0,0.91,1.0,0.85,1.0,1.0,1.0,1.0,0.97,1.0
hannosset.csv,1.0,1.0,0.99,1.0,1.0,0.91,1.0,1.01,1.0,1.0,0.91,0.95,1.0,0.85,0.33,0.98,0.95,0.97,1.0
jbpm.csv,1.0,1.15,1.0,0.85,0.74,0.8,0.94,0.71,0.1,1.0,0.93,1.0,0.88,0.95,1.0,0.92,1.0,1.0,0.75
mevenide.csv,0.62,0.97,0.97,0.77,0.65,0.79,0.83,0.98,0.77,0.52,0.77,0.86,0.76,0.86,1.03,0.83,0.87,0.1,0.77
nassp.csv,0.72,0.86,0.61,0.71,0.66,0.51,0.69,0.8,0.54,0.0,0.72,0.63,0.6,0.69,0.79,0.87,0.83,0.68,0.78
open-media-library.csv,0.64,0.88,0.78,0.07,0.5,0.62,0.5,0.75,0.74,0.5,0.46,0.56,0.8,0.67,0.73,0.5,0.73,0.63,1.01
opendvr.csv,0.61,0.51,0.95,0.72,0.7,0.7,0.66,0.83,0.86,0.73,0.9,0.65,0.57,0.91,0.48,0.66,0.0,0.74,0.87
openefm.csv,0.63,0.65,0.85,0.69,0.57,0.06,0.65,0.77,0.46,0.41,0.72,0.73,0.72,0.7,0.59,0.84,0.92,0.82,0.84
oppna-program-hsatools.csv,0.75,0.5,1.0,0.79,0.97,0.94,1.0,0.96,0.98,0.91,0.0,0.95,0.78,1.0,0.91,0.64,0.92,0.99,1.0
paintown.csv,0.03,0.55,0.88,0.64,0.61,0.67,0.44,0.69,0.72,0.61,0.52,0.56,0.6,0.76,0.62,0.69,0.64,0.68,1.0
projectfactory.csv,0.97,0.99,0.62,0.7,0.62,0.69,0.87,0.9,0.8,0.92,0.84,0.8,0.64,0.07,0.85,0.92,0.76,0.87,0.79
smbopensoft.csv,0.91,0.6,0.05,0.82,0.72,0.72,0.81,0.79,0.59,0.92,0.82,0.92,0.65,0.81,0.5,0.87,0.69,0.94,1.01
st-filteredstatistics.csv,0.54,0.73,0.67,0.64,0.74,0.65,0.52,0.77,0.6,0.45,0.53,0.66,0.0,0.56,0.73,0.72,0.72,0.65,0.88
thedata.csv,0.77,0.88,0.98,0.8,1.0,0.81,1.02,0.94,0.94,0.64,0.82,0.73,0.91,0.7,0.85,0.9,0.8,0.97,0.25
trackit.csv,0.76,0.38,0.89,0.75,0.61,0.58,0.8,0.0,0.53,0.6,0.59,0.81,0.6,0.76,0.64,0.78,0.73,0.73,0.91
wxstudio.csv,0.64,0.85,0.88,0.63,0.79,0.88,0.67,0.81,0.88,0.62,0.97,0.65,0.95,0.83,0.95,0.03,0.6,0.81,0.66
