,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.19,0.0,0.04,0.5,0.5,0.25,0.89,0.36,0.29,0.67,0.26,0.61,0.24,0.12,0.38,0.43,0.0,0.5,0.29
bulmages.csv,0.07,0.0,0.07,0.06,0.18,0.07,0.2,0.0,0.15,0.29,0.09,0.92,0.1,0.0,0.0,0.04,0.0,0.17,0.29
forester-atv.csv,0.07,0.24,0.61,0.26,0.97,0.18,0.0,0.15,0.12,0.0,0.09,0.06,0.21,0.06,0.0,0.0,0.0,0.09,0.29
google-collections.csv,0.0,1.0,0.36,0.09,0.0,0.05,0.0,0.17,0.17,0.0,0.33,0.0,0.46,0.0,0.0,0.0,0.0,0.13,0.0
hannosset.csv,0.0,0.0,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.18,0.72,0.04,0.06,0.04,0.0
jbpm.csv,0.0,0.0,0.0,0.18,0.39,0.25,0.07,0.38,0.92,0.0,0.09,0.0,0.16,0.06,0.0,0.1,0.0,0.0,0.29
mevenide.csv,0.45,0.02,0.04,0.29,0.42,0.25,0.2,0.02,0.27,0.6,0.27,0.17,0.3,0.18,0.0,0.3,0.17,0.92,0.29
nassp.csv,0.33,0.33,0.46,0.45,0.63,0.58,0.4,0.41,0.58,1.0,0.45,0.43,0.66,0.46,0.36,0.19,0.21,0.44,0.29
open-media-library.csv,0.45,0.15,0.47,0.93,0.67,0.56,0.6,0.52,0.38,0.71,0.64,0.64,0.42,0.56,0.49,0.58,0.43,0.61,0.0
opendvr.csv,0.58,0.78,0.38,0.58,0.53,0.51,0.51,0.48,0.45,0.37,0.39,0.43,0.64,0.37,0.67,0.64,1.0,0.46,0.28
openefm.csv,0.45,0.4,0.18,0.39,0.59,0.95,0.48,0.33,0.64,0.69,0.32,0.45,0.33,0.4,0.53,0.22,0.11,0.25,0.28
oppna-program-hsatools.csv,0.62,0.81,0.0,0.55,0.09,0.24,0.0,0.17,0.09,0.33,1.0,0.21,0.56,0.0,0.33,0.69,0.3,0.05,0.13
paintown.csv,0.98,0.51,0.32,0.56,0.69,0.54,0.7,0.48,0.48,0.69,0.58,0.61,0.6,0.45,0.62,0.44,0.48,0.61,0.26
projectfactory.csv,0.04,0.17,0.5,0.36,0.49,0.4,0.22,0.14,0.27,0.1,0.21,0.28,0.67,0.99,0.2,0.1,0.31,0.2,0.29
smbopensoft.csv,0.25,0.45,0.96,0.49,0.47,0.34,0.38,0.26,0.48,0.1,0.25,0.17,0.59,0.25,0.66,0.27,0.37,0.09,0.0
st-filteredstatistics.csv,0.56,0.47,0.48,0.62,0.56,0.5,0.71,0.37,0.62,0.72,0.58,0.46,1.0,0.65,0.57,0.47,0.4,0.6,0.28
thedata.csv,0.29,0.15,0.09,0.24,0.0,0.4,0.0,0.09,0.1,0.46,0.23,0.33,0.12,0.57,0.2,0.13,0.35,0.04,0.79
trackit.csv,0.4,0.67,0.13,0.42,0.65,0.63,0.33,1.0,0.63,0.58,0.54,0.36,0.55,0.49,0.61,0.42,0.59,0.52,0.41
wxstudio.csv,0.47,0.18,0.15,0.43,0.27,0.21,0.44,0.32,0.18,0.52,0.23,0.62,0.06,0.21,0.2,0.97,0.56,0.4,0.51
