,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.07,1.0,0.02,0.39,0.6,0.25,0.0,0.26,0.21,0.54,0.65,0.6,0.38,0.14,0.81,0.45,0.0,0.55,0.32
bulmages.csv,0.04,0.0,0.03,0.04,0.05,0.04,0.03,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.2,0.0
forester-atv.csv,0.08,0.0,0.08,0.09,0.0,0.15,0.03,0.04,0.04,0.07,0.09,0.05,0.23,0.02,0.06,0.08,0.0,0.02,0.0
google-collections.csv,1.0,0.0,0.9,0.98,1.0,0.99,1.0,0.96,0.96,1.0,0.91,1.0,0.85,1.0,1.0,1.0,1.0,0.97,1.0
hannosset.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.13,0.06,0.0,0.13,0.04,0.0,0.09,0.0,0.08,0.02,0.06,0.08
jbpm.csv,0.01,1.0,0.0,0.09,0.35,0.16,0.03,0.26,0.0,0.0,0.09,0.01,0.08,0.09,0.03,0.02,0.02,0.01,0.06
mevenide.csv,0.14,0.0,0.01,0.15,0.2,0.09,0.05,0.09,0.08,0.3,0.04,0.04,0.15,0.14,0.25,0.39,0.09,0.01,0.16
nassp.csv,0.07,0.5,0.14,0.41,0.6,0.24,0.27,0.52,0.31,0.0,0.43,0.14,0.54,0.4,0.42,0.22,0.15,0.34,0.21
open-media-library.csv,0.26,0.0,0.58,0.0,0.4,0.42,0.25,0.61,0.36,0.43,0.26,0.45,0.54,0.53,0.54,0.2,0.43,0.52,0.13
opendvr.csv,0.45,0.5,0.81,0.65,0.52,0.51,0.42,0.83,0.71,0.3,0.87,0.19,0.46,0.88,0.35,0.61,0.0,0.5,0.44
openefm.csv,0.19,0.0,0.02,0.22,0.38,0.0,0.34,0.3,0.26,0.24,0.09,0.45,0.08,0.28,0.32,0.22,0.13,0.2,0.39
oppna-program-hsatools.csv,0.75,0.5,1.0,0.78,0.98,0.94,1.0,0.96,0.98,0.91,0.0,0.95,0.77,1.0,0.91,0.63,0.92,0.99,0.97
paintown.csv,0.0,0.0,0.52,0.48,0.57,0.49,0.32,0.43,0.5,0.59,0.26,0.41,0.46,0.51,0.52,0.35,0.34,0.62,0.66
projectfactory.csv,0.04,0.5,0.31,0.2,0.3,0.25,0.33,0.17,0.22,0.09,0.17,0.24,0.62,0.07,0.14,0.1,0.21,0.26,0.26
smbopensoft.csv,0.47,0.0,0.02,0.72,0.48,0.18,0.5,0.13,0.2,0.11,0.22,0.32,0.54,0.16,0.38,0.43,0.13,0.11,0.15
st-filteredstatistics.csv,0.26,0.5,0.39,0.57,0.68,0.4,0.46,0.39,0.49,0.37,0.3,0.34,0.0,0.47,0.65,0.47,0.34,0.55,0.47
thedata.csv,0.19,0.0,0.98,0.02,0.05,0.54,0.19,0.17,0.18,0.26,0.13,0.14,0.15,0.6,0.19,0.12,0.42,0.06,0.0
trackit.csv,0.42,0.0,0.05,0.46,0.55,0.48,0.38,0.0,0.39,0.43,0.35,0.46,0.38,0.58,0.55,0.51,0.7,0.58,0.76
wxstudio.csv,0.32,0.0,0.09,0.11,0.18,0.31,0.3,0.39,0.24,0.37,0.57,0.59,0.08,0.14,0.45,0.02,0.4,0.52,0.44
