,id,count_recall,count_precision,count_pf,cdom_score,bellwether
40,4,3,4,5,8,rcp-company-uibindings.csv
47,5,1,1,6,8,mbse.csv
17,6,0,4,7,6,jfreereport.csv
12,7,3,9,11,16,qse.csv
23,8,2,4,9,12,pentahoanalysistool.csv
20,10,2,2,2,2,pfaedit.csv
11,11,8,2,2,8,dvd-create.csv
42,12,3,7,15,18,theresa.csv
46,13,4,9,13,14,ardour.csv
48,14,4,3,2,3,google-caja.csv
41,15,3,11,14,16,rocrail.csv
14,16,4,8,12,14,riff-evolve.csv
19,17,6,6,14,16,growl-for-windows.csv
9,18,1,5,10,10,ftm.csv
21,19,1,10,14,14,kftpgrabber.csv
24,21,5,5,4,6,runuomondains.csv
49,22,1,2,3,2,log4net.csv
39,23,1,7,11,11,mp-rechnungs-und-kundenverwaltung.csv
38,24,4,9,10,15,mclient-mume.csv
50,25,2,7,17,19,poormans.csv
22,26,3,4,9,17,uwom-server.csv
10,27,2,6,10,11,tycho.csv
18,28,1,0,0,3,thrust.csv
13,29,1,7,9,11,bionote.csv
31,30,3,7,11,14,emite.csv
28,31,1,3,4,4,customsagetv.csv
2,32,1,7,17,16,mediaportal.csv
8,33,2,1,4,5,lite.csv
7,34,2,2,7,8,tolven.csv
3,35,4,3,5,9,codesmith.csv
27,36,1,10,14,13,mevenide.csv
32,39,9,4,5,16,codeblocks.csv
44,40,3,2,11,16,stuproa-cims.csv
36,41,4,6,14,16,mptvseries.csv
15,42,2,5,11,19,ondex.csv
26,43,4,5,12,13,etics.csv
25,44,2,5,7,8,autofac.csv
16,45,1,7,13,12,genoviz.csv
35,46,8,5,11,17,sigil.csv
45,47,1,2,5,7,neodatis-odb.csv
37,48,9,5,10,16,unflobtactical.csv
43,49,2,2,9,9,monetdb.csv
0,50,4,2,1,5,atomsite.csv
5,51,1,6,13,14,matrex.csv
33,52,2,5,11,13,gzigzag.csv
30,53,2,3,6,8,stemkit.csv
29,54,2,5,7,9,bibedt.csv
34,55,1,3,6,7,biodwh.csv
4,56,1,0,5,6,geogebra.csv
1,57,4,4,7,12,jstock.csv
6,58,2,3,10,12,nodal.csv
