,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.18,0.69,0.09,0.36,0.27,1.0,0.13,0.19,0.31,0.74,0.84,0.54,0.34,0.26,0.05,0.54,0.27,0.98
boost-sandbox.csv,0.2,0.87,0.06,0.41,0.32,0.0,0.14,0.31,0.25,0.99,0.91,0.25,0.0,0.0,0.13,0.68,0.47,0.98
clamav.csv,0.2,0.84,0.2,0.46,0.43,0.83,0.2,0.15,0.25,0.8,0.77,0.52,1.0,0.31,0.15,0.62,0.43,1.0
co-ode-owl-plugins.csv,0.17,0.86,0.11,0.44,0.33,0.51,0.23,1.0,0.27,0.63,0.9,0.56,0.56,0.28,0.05,0.66,0.29,0.98
etherboot.csv,0.14,0.64,0.0,0.34,0.32,0.63,0.11,0.06,1.0,0.76,0.81,0.43,0.34,0.25,0.16,0.42,0.19,0.98
freebios.csv,0.12,0.65,0.08,0.37,0.35,0.25,0.18,0.16,0.32,0.76,0.84,0.96,0.29,0.33,0.06,0.42,0.56,0.99
frogatto.csv,0.17,0.71,0.07,0.4,0.33,0.79,0.14,0.1,0.28,0.73,0.78,0.37,0.57,0.29,0.05,1.0,0.25,0.98
glelite.csv,0.17,0.69,0.11,0.38,0.29,0.58,0.12,0.16,0.27,0.73,0.86,0.51,0.36,0.26,0.05,0.53,0.29,1.0
jasperreports.csv,0.0,0.8,0.0,0.0,0.8,0.0,0.5,0.2,0.33,0.0,0.86,0.0,0.0,0.0,1.0,0.5,0.5,1.0
konversation.csv,0.08,0.73,0.1,0.27,0.31,0.78,1.0,1.0,1.0,0.8,0.67,0.0,0.35,0.2,0.33,0.62,0.62,1.0
miranda-icq.csv,0.19,0.68,0.17,0.59,0.49,0.9,0.19,0.12,0.3,0.75,0.83,0.62,0.43,1.0,0.18,0.47,0.18,1.0
olap-navigator.csv,0.14,1.0,0.18,0.36,0.3,0.69,0.15,0.16,0.28,0.75,0.84,0.42,0.45,0.31,0.08,0.68,0.21,0.97
pclasses.csv,1.0,0.56,0.0,0.3,0.32,0.0,0.33,0.11,0.5,0.78,0.92,0.0,0.27,0.0,0.01,0.44,0.53,1.0
plato.csv,0.19,0.63,0.11,0.37,0.28,0.0,0.12,0.17,0.27,0.74,1.0,0.0,0.0,0.0,0.04,0.5,0.23,0.98
re2c.csv,0.26,0.77,1.0,0.33,0.21,0.23,0.32,0.06,0.31,0.74,0.86,0.69,0.3,0.24,0.18,0.52,0.65,1.0
rebecca-aiml.csv,0.43,0.72,0.09,0.42,0.36,0.49,0.28,0.08,0.3,0.74,0.89,0.7,0.39,0.29,0.06,0.64,1.0,1.0
tzod.csv,0.28,0.78,0.05,1.0,0.46,0.89,0.22,0.18,0.33,0.76,0.93,0.42,0.42,0.29,0.07,0.65,0.3,1.0
wxcrp.csv,0.0,0.73,0.5,1.0,0.97,0.89,0.5,0.15,0.43,0.7,0.84,1.0,0.5,0.35,0.06,0.88,0.67,1.0
