,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.46,0.44,0.48,0.47,0.45,0.5,0.42,0.45,0.46,0.4,0.51,0.49,0.44,0.45,0.46,0.46,0.44,0.54
boost-sandbox.csv,0.6,0.56,0.53,0.55,0.6,0.0,0.57,0.78,0.57,0.46,0.73,0.75,0.83,0.5,0.92,0.5,0.6,0.56
clamav.csv,0.52,0.52,0.8,0.5,0.45,0.52,0.48,0.74,0.48,0.84,0.62,0.64,0.58,0.36,0.49,0.54,0.57,0.5
co-ode-owl-plugins.csv,0.7,0.68,0.42,0.59,0.6,0.56,0.61,0.94,0.41,0.52,0.8,0.49,0.89,0.47,0.46,0.48,0.4,0.51
etherboot.csv,0.49,0.48,0.0,0.43,0.49,0.42,0.46,0.39,0.84,0.44,0.47,0.51,0.4,0.51,0.52,0.67,0.95,0.71
freebios.csv,0.5,0.72,0.67,0.49,0.49,0.88,0.62,0.73,0.6,0.55,0.51,0.62,0.81,0.64,0.67,0.58,0.74,0.65
frogatto.csv,0.44,0.54,0.41,0.43,0.46,0.48,0.44,0.42,0.42,0.35,0.41,0.4,0.57,0.39,0.46,0.49,0.5,0.5
glelite.csv,0.41,0.45,0.42,0.35,0.42,0.41,0.43,0.38,0.41,0.38,0.43,0.4,0.39,0.39,0.46,0.42,0.4,0.49
jasperreports.csv,0.0,0.8,0.0,0.0,0.8,0.0,0.5,0.65,0.67,0.0,0.71,0.0,0.0,0.0,0.96,0.5,0.5,0.0
konversation.csv,0.92,0.69,0.7,0.93,0.78,0.78,0.92,0.0,0.0,0.8,0.83,0.0,0.85,0.93,0.97,0.92,0.88,0.9
miranda-icq.csv,0.75,0.82,0.83,0.64,0.6,0.9,0.56,0.92,0.5,0.6,0.53,0.9,0.86,0.83,0.58,0.94,0.76,0.66
olap-navigator.csv,0.62,0.54,0.47,0.49,0.48,0.59,0.44,0.4,0.43,0.4,0.56,0.45,0.55,0.44,0.53,0.46,0.49,0.54
pclasses.csv,0.91,0.88,0.0,0.67,0.8,0.0,0.93,0.89,0.5,0.97,0.92,0.0,0.91,0.0,0.99,0.89,0.74,0.75
plato.csv,0.44,0.49,0.43,0.45,0.44,0.0,0.47,0.44,0.41,0.41,0.45,0.0,0.0,0.0,0.51,0.5,0.48,0.53
re2c.csv,0.57,0.56,0.83,0.67,0.65,0.85,0.74,0.74,0.94,0.71,0.55,0.76,0.63,0.77,0.91,0.44,0.79,0.66
rebecca-aiml.csv,0.86,0.39,0.55,0.52,0.44,0.56,0.52,0.47,0.52,0.66,0.43,0.76,0.58,0.46,0.58,0.64,0.67,0.54
tzod.csv,0.67,0.5,0.52,0.58,0.58,0.67,0.49,0.6,0.62,0.58,0.73,0.77,0.75,0.56,0.51,0.52,0.73,0.49
wxcrp.csv,0.67,0.69,0.75,0.5,0.66,0.89,0.79,0.61,0.86,0.9,0.61,0.0,0.5,0.61,0.59,0.88,0.94,0.77
