,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.5,0.0,0.48,0.55,0.31,0.98,0.36,0.51,0.57,0.35,0.53,0.61,0.29,0.47,0.09,0.55,0.2,0.0
boost-sandbox.csv,0.48,0.66,0.34,0.47,0.56,0.0,0.57,0.63,0.46,0.98,0.28,0.02,0.0,0.0,0.43,0.56,0.72,0.47
clamav.csv,0.48,0.47,0.38,0.45,0.6,0.63,0.71,0.26,0.49,0.21,0.27,0.31,0.96,0.61,0.89,0.46,0.52,0.5
co-ode-owl-plugins.csv,0.4,0.44,0.0,0.47,0.47,0.46,0.6,0.91,0.0,0.39,0.25,0.63,0.29,0.6,0.0,0.74,0.0,0.65
etherboot.csv,0.49,0.17,0.0,0.49,0.59,0.56,0.38,0.0,0.88,0.56,0.0,0.47,0.13,0.53,0.85,0.4,0.18,0.42
freebios.csv,0.38,0.44,0.2,0.57,0.66,0.17,0.53,0.42,0.58,0.57,0.53,0.98,0.33,0.61,0.6,0.41,0.68,0.5
frogatto.csv,0.51,0.49,0.38,0.59,0.61,0.65,0.56,0.34,0.59,0.55,0.33,0.39,0.62,0.62,0.17,0.98,0.48,0.0
glelite.csv,0.27,0.0,0.0,0.24,0.0,0.0,0.05,0.0,0.09,0.0,0.41,0.24,0.0,0.13,0.0,0.24,0.0,1.0
jasperreports.csv,0.0,0.09,0.0,0.0,0.16,0.0,0.1,0.63,0.06,0.0,0.55,0.0,0.0,0.0,1.0,0.04,0.02,0.01
konversation.csv,0.21,0.54,0.2,0.18,0.39,0.39,1.0,0.07,0.06,0.05,0.12,0.0,0.38,0.07,0.43,0.26,0.11,0.09
miranda-icq.csv,0.31,0.29,0.2,0.52,0.58,0.26,0.53,0.2,0.55,0.41,0.54,0.41,0.18,0.93,0.88,0.26,0.29,0.34
olap-navigator.csv,0.39,0.98,0.8,0.51,0.57,0.56,0.64,0.13,0.52,0.5,0.5,0.44,0.53,0.63,0.75,0.56,0.37,0.0
pclasses.csv,1.0,0.26,0.0,0.36,0.45,0.0,0.47,0.07,0.06,0.31,0.3,0.0,0.18,0.0,0.05,0.13,0.69,0.04
plato.csv,0.45,0.16,0.24,0.57,0.17,0.0,0.35,0.41,0.0,0.45,1.0,0.0,0.0,0.0,0.32,0.5,0.31,0.0
re2c.csv,0.57,0.69,1.0,0.43,0.39,0.17,0.55,0.13,0.27,0.46,0.58,0.65,0.44,0.38,0.1,0.32,0.67,0.32
rebecca-aiml.csv,0.31,0.59,0.2,0.5,0.62,0.42,0.69,0.3,0.36,0.39,0.71,0.51,0.57,0.62,0.63,0.48,0.97,0.32
tzod.csv,0.49,0.45,0.2,0.97,0.4,0.44,0.77,0.42,0.36,0.35,0.38,0.31,0.29,0.39,0.69,0.58,0.28,0.46
wxcrp.csv,0.0,0.59,0.38,0.09,0.92,0.24,0.63,0.52,0.17,0.07,0.55,0.02,0.06,0.39,0.56,0.23,0.26,0.18
