,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.83,1.0,0.85,0.77,0.93,0.02,0.9,0.83,0.79,0.9,0.79,0.74,0.93,0.85,0.98,0.78,0.96,1.01
boost-sandbox.csv,0.65,0.42,0.89,0.66,0.67,1.0,0.63,0.47,0.73,0.03,0.77,0.98,1.01,1.0,0.63,0.55,0.43,0.82
clamav.csv,0.65,0.6,0.68,0.65,0.53,0.45,0.48,0.82,0.74,0.83,0.85,0.77,0.05,0.61,0.31,0.64,0.58,0.56
co-ode-owl-plugins.csv,0.72,0.62,1.0,0.64,0.67,0.86,0.49,0.11,1.0,0.89,0.8,0.61,0.76,0.69,1.0,0.49,1.0,0.68
etherboot.csv,0.83,0.99,1.0,0.83,0.75,0.79,0.89,1.2,0.14,0.78,1.01,0.84,0.98,0.77,0.27,0.84,0.89,0.7
freebios.csv,0.81,0.77,0.86,0.73,0.67,1.06,0.59,0.73,0.6,0.67,0.79,0.04,0.81,0.58,0.67,0.92,0.41,0.63
frogatto.csv,0.82,0.69,0.95,0.64,0.65,0.44,0.78,0.89,0.74,0.74,0.96,0.91,0.47,0.69,0.96,0.03,0.83,1.01
glelite.csv,0.93,1.0,1.0,0.94,1.0,1.0,0.99,1.0,0.98,1.0,0.88,0.94,1.0,0.97,1.0,0.94,1.0,0.0
jasperreports.csv,1.0,0.94,1.0,1.0,0.87,1.0,0.92,0.63,0.96,1.0,0.66,1.0,1.0,1.0,0.0,0.97,0.98,0.99
konversation.csv,0.92,0.64,0.85,0.88,0.73,0.67,0.0,0.94,0.95,0.96,0.94,1.0,0.74,0.95,0.62,0.79,0.91,0.93
miranda-icq.csv,0.76,0.8,0.84,0.55,0.51,0.78,0.58,0.86,0.65,0.72,0.74,0.67,0.86,0.08,0.25,0.82,0.89,0.71
olap-navigator.csv,0.78,0.03,0.55,0.71,0.74,0.58,0.72,0.97,0.81,0.83,0.71,0.88,0.6,0.61,0.62,0.55,0.96,1.03
pclasses.csv,0.0,0.87,1.0,0.8,0.69,1.0,0.59,0.95,0.95,0.76,0.75,1.0,0.88,1.0,0.99,0.9,0.41,0.97
plato.csv,0.86,1.0,0.94,0.73,0.96,1.0,0.9,0.88,1.0,0.85,0.0,1.0,1.0,1.0,0.95,0.82,0.96,1.0
re2c.csv,0.55,0.57,0.0,0.75,0.86,1.1,0.52,0.94,0.79,0.71,0.64,0.46,0.8,0.75,0.92,0.92,0.39,0.73
rebecca-aiml.csv,0.73,0.68,0.86,0.64,0.59,0.87,0.41,0.95,0.73,0.74,0.54,0.57,0.66,0.71,0.71,0.62,0.04,0.73
tzod.csv,0.59,0.64,0.92,0.04,0.67,0.61,0.42,0.71,0.72,0.74,0.68,0.82,0.77,0.72,0.66,0.56,0.79,0.59
wxcrp.csv,1.0,0.64,0.67,0.93,0.1,0.81,0.42,0.75,0.87,0.94,0.73,0.98,0.95,0.69,0.78,0.81,0.78,0.85
