,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,1.0,0.0,0.0,4.0,0.0,0.0,18.0,10.0,0.0,2.0,0.0,1.0,13.0,4.0,180.0,2.0,3.0,0.0
boost-sandbox.csv,4.0,0.0,17.0,3.0,0.0,69.0,25.0,4.0,7.0,0.0,0.0,3.0,55.0,201.0,45.0,2.0,2.0,0.0
clamav.csv,2.0,0.0,2.0,2.0,3.0,0.0,18.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,99.0,2.0,1.0,0.0
co-ode-owl-plugins.csv,9.0,0.0,0.0,4.0,4.0,0.0,21.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,182.0,0.0,3.0,0.0
etherboot.csv,1.0,0.0,56.0,3.0,0.0,0.0,20.0,14.0,0.0,2.0,0.0,0.0,12.0,4.0,77.0,2.0,0.0,0.0
freebios.csv,10.0,0.0,3.0,3.0,0.0,0.0,25.0,9.0,6.0,0.0,0.0,0.0,9.0,3.0,247.0,2.0,3.0,0.0
frogatto.csv,15.0,1.0,12.0,2.0,14.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,168.0,0.0,0.0,0.0
glelite.csv,1.0,0.0,0.0,4.0,0.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,13.0,4.0,182.0,2.0,3.0,0.0
jasperreports.csv,66.0,0.0,56.0,74.0,0.0,69.0,1.0,10.0,2.0,147.0,0.0,99.0,55.0,201.0,0.0,1.0,1.0,0.0
konversation.csv,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,8.0,6.0,9.0,2.0,0.0,0.0
miranda-icq.csv,4.0,0.0,0.0,1.0,6.0,0.0,15.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0,69.0,2.0,46.0,0.0
olap-navigator.csv,12.0,0.0,0.0,9.0,0.0,0.0,10.0,10.0,0.0,2.0,0.0,1.0,3.0,6.0,96.0,1.0,65.0,0.0
pclasses.csv,0.0,0.0,56.0,3.0,0.0,69.0,7.0,3.0,1.0,0.0,0.0,99.0,5.0,201.0,118.0,0.0,1.0,0.0
plato.csv,1.0,0.0,0.0,4.0,0.0,69.0,22.0,9.0,0.0,0.0,0.0,99.0,55.0,201.0,181.0,2.0,3.0,0.0
re2c.csv,1.0,0.0,0.0,3.0,0.0,2.0,3.0,27.0,3.0,2.0,0.0,1.0,10.0,3.0,7.0,2.0,2.0,0.0
rebecca-aiml.csv,0.0,1.0,0.0,1.0,8.0,1.0,7.0,3.0,6.0,0.0,0.0,0.0,8.0,3.0,156.0,6.0,0.0,0.0
tzod.csv,1.0,0.0,17.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,266.0,0.0,1.0,0.0
wxcrp.csv,66.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,176.0,0.0,3.0,0.0
