,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.82,1.0,0.78,0.71,0.91,0.0,0.9,0.83,0.79,0.9,0.75,0.73,0.92,0.83,0.98,0.76,0.95,1.0
boost-sandbox.csv,0.36,0.22,0.59,0.35,0.52,0.0,0.47,0.27,0.49,0.03,0.12,0.06,0.17,0.01,0.14,0.27,0.34,0.67
clamav.csv,0.36,0.19,0.16,0.27,0.32,0.17,0.41,0.25,0.54,0.13,0.38,0.24,0.0,0.5,0.31,0.27,0.26,0.0
co-ode-owl-plugins.csv,0.34,0.15,1.0,0.31,0.39,0.72,0.27,0.0,1.0,0.67,0.12,0.53,0.11,0.61,1.0,0.45,1.0,0.67
etherboot.csv,0.75,0.96,0.02,0.79,0.72,0.79,0.88,1.0,0.0,0.77,1.0,0.71,0.97,0.69,0.25,0.58,0.26,0.33
freebios.csv,0.5,0.52,0.22,0.65,0.65,0.62,0.31,0.4,0.44,0.54,0.75,0.04,0.42,0.45,0.6,0.79,0.2,0.33
frogatto.csv,0.8,0.44,0.8,0.52,0.56,0.24,0.78,0.59,0.7,0.64,0.88,0.71,0.25,0.64,0.96,0.0,0.72,1.0
glelite.csv,0.93,1.0,1.0,0.94,1.0,1.0,0.99,1.0,0.98,1.0,0.88,0.94,1.0,0.97,1.0,0.94,1.0,0.0
jasperreports.csv,0.0,0.04,0.02,0.0,0.01,0.0,0.01,0.57,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.03,0.01,0.0
konversation.csv,0.41,0.44,0.18,0.23,0.33,0.14,0.0,0.0,0.0,0.03,0.25,0.02,0.36,0.08,0.04,0.15,0.02,0.0
miranda-icq.csv,0.23,0.26,0.1,0.19,0.24,0.03,0.29,0.23,0.46,0.33,0.62,0.22,0.11,0.0,0.24,0.27,0.48,0.0
olap-navigator.csv,0.45,0.0,0.55,0.52,0.68,0.34,0.71,0.97,0.8,0.82,0.5,0.78,0.33,0.53,0.62,0.27,0.84,1.0
pclasses.csv,0.0,0.41,0.02,0.44,0.37,0.0,0.11,0.09,0.02,0.21,0.12,0.0,0.22,0.0,0.25,0.15,0.24,0.0
plato.csv,0.86,0.96,0.94,0.67,0.96,0.0,0.9,0.87,1.0,0.85,0.0,0.0,0.0,0.0,0.9,0.76,0.9,1.0
re2c.csv,0.3,0.52,0.0,0.46,0.6,0.69,0.14,0.32,0.18,0.44,0.5,0.27,0.58,0.37,0.02,0.91,0.14,0.0
rebecca-aiml.csv,0.07,0.59,0.2,0.38,0.47,0.69,0.23,0.62,0.26,0.36,0.5,0.2,0.53,0.67,0.7,0.27,0.0,0.0
tzod.csv,0.23,0.26,0.39,0.0,0.17,0.07,0.39,0.36,0.23,0.28,0.12,0.35,0.19,0.3,0.66,0.33,0.23,0.0
wxcrp.csv,0.05,0.52,0.04,0.0,0.01,0.03,0.08,0.61,0.07,0.08,0.62,0.0,0.03,0.22,0.76,0.03,0.05,0.0
