,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.3,0.82,0.16,0.48,0.4,0.99,0.23,0.32,0.48,0.82,0.78,0.67,0.49,0.4,0.1,0.64,0.42,0.93
boost-sandbox.csv,0.28,0.74,0.11,0.43,0.41,0.0,0.23,0.41,0.32,0.99,0.38,0.04,0.0,0.0,0.19,0.59,0.58,0.68
clamav.csv,0.28,0.57,0.25,0.43,0.49,0.69,0.31,0.18,0.33,0.3,0.36,0.35,0.97,0.42,0.25,0.5,0.46,0.61
co-ode-owl-plugins.csv,0.24,0.54,0.19,0.44,0.38,0.52,0.33,0.94,0.42,0.5,0.35,0.62,0.34,0.4,0.1,0.73,0.45,0.91
etherboot.csv,0.23,0.7,0.0,0.47,0.45,0.76,0.2,0.1,0.93,0.81,0.82,0.48,0.49,0.36,0.28,0.41,0.17,0.55
freebios.csv,0.19,0.51,0.11,0.47,0.49,0.18,0.26,0.23,0.42,0.67,0.78,0.97,0.29,0.43,0.11,0.47,0.6,0.63
frogatto.csv,0.28,0.57,0.12,0.49,0.45,0.7,0.24,0.15,0.41,0.68,0.68,0.4,0.59,0.42,0.1,0.99,0.35,0.92
glelite.csv,0.3,0.8,0.19,0.55,0.45,0.73,0.21,0.28,0.42,0.84,0.92,0.67,0.53,0.42,0.1,0.69,0.45,1.0
jasperreports.csv,0.0,0.12,0.0,0.0,0.22,0.0,0.14,0.31,0.08,0.0,0.69,0.0,0.0,0.0,1.0,0.05,0.04,0.01
konversation.csv,0.11,0.62,0.12,0.19,0.33,0.47,1.0,0.11,0.09,0.07,0.17,0.0,0.35,0.09,0.36,0.33,0.16,0.12
miranda-icq.csv,0.22,0.36,0.17,0.53,0.52,0.35,0.27,0.14,0.39,0.49,0.69,0.46,0.22,0.96,0.29,0.3,0.21,0.45
olap-navigator.csv,0.2,0.98,0.3,0.42,0.42,0.6,0.25,0.27,0.42,0.82,0.63,0.49,0.48,0.43,0.15,0.59,0.3,0.85
pclasses.csv,1.0,0.33,0.0,0.32,0.36,0.0,0.37,0.07,0.08,0.4,0.41,0.0,0.19,0.0,0.01,0.18,0.59,0.05
plato.csv,0.31,0.68,0.2,0.49,0.43,0.0,0.21,0.28,0.42,0.81,1.0,0.0,0.0,0.0,0.08,0.58,0.34,0.95
re2c.csv,0.35,0.77,1.0,0.37,0.27,0.18,0.39,0.08,0.26,0.55,0.7,0.66,0.36,0.29,0.11,0.65,0.64,0.43
rebecca-aiml.csv,0.33,0.69,0.12,0.45,0.47,0.48,0.39,0.12,0.31,0.48,0.84,0.56,0.47,0.42,0.12,0.52,0.98,0.43
tzod.csv,0.34,0.54,0.07,0.98,0.4,0.54,0.35,0.24,0.33,0.44,0.49,0.32,0.31,0.31,0.13,0.6,0.27,0.58
wxcrp.csv,0.0,0.67,0.4,0.14,0.93,0.32,0.54,0.24,0.21,0.12,0.71,0.04,0.09,0.35,0.11,0.32,0.33,0.26
