,f1,g,recall,precision,pf,wins
bloodycore.csv,0.155,0.11499999999999999,0.095,0.46499999999999997,0.15,0
flylegacy.csv,0.45999999999999996,0.5,0.46499999999999997,0.45999999999999996,0.3,8
jguard.csv,0.53,0.525,0.785,0.44499999999999995,0.72,7
m-a-d-n-e-s-s.csv,0.19,0.155,0.125,0.625,0.09,2
mob-sen-plat.csv,0.54,0.5700000000000001,0.83,0.42500000000000004,0.6699999999999999,9
raygina.csv,0.35,0.35,0.31,0.55,0.22,3
st-filteredstatistics.csv,0.52,0.4,0.825,0.43,0.76,5
upp-mirror.csv,0.405,0.435,0.405,0.47,0.305,4
wishmaster.csv,0.405,0.45999999999999996,0.49,0.47,0.305,6
yarp.csv,0.325,0.275,0.235,0.44,0.28500000000000003,1
