,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.19,0.15,0.27,0.25,0.15,0.09,0.1,0.23,0.03,0.03
flylegacy.csv,0.53,0.05,0.41,0.31,0.29,0.64,0.7,0.23,0.2,0.24
jguard.csv,0.93,0.65,0.55,0.81,0.68,0.3,0.95,0.54,0.93,0.76
m-a-d-n-e-s-s.csv,0.07,0.0,0.32,0.12,0.07,0.05,0.11,0.0,0.17,0.11
mob-sen-plat.csv,0.79,0.15,0.91,0.62,0.76,0.79,0.54,0.54,0.72,0.47
raygina.csv,0.23,0.0,0.59,0.45,0.24,0.21,0.18,0.08,0.28,0.11
st-filteredstatistics.csv,0.91,0.05,0.95,0.84,0.37,0.38,0.93,0.08,0.9,0.68
upp-mirror.csv,0.42,0.1,0.5,0.32,0.32,0.25,0.3,0.31,0.2,0.18
wishmaster.csv,0.19,0.25,0.59,0.24,0.41,0.73,0.3,0.31,0.2,0.39
yarp.csv,0.14,0.0,0.41,0.28,0.05,0.71,0.23,0.31,0.38,0.29
