,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.78,0.92,0.69,0.53,0.86,0.9,1.0,0.98,0.92,0.92
flylegacy.csv,0.55,0.64,0.52,0.64,0.75,0.7,0.74,0.56,0.67,0.8
jguard.csv,0.93,0.91,0.67,0.83,0.73,0.43,0.95,0.59,0.93,0.79
m-a-d-n-e-s-s.csv,0.76,0.94,0.7,0.84,0.92,1.0,0.94,0.87,0.36,0.89
mob-sen-plat.csv,0.79,0.24,0.91,0.72,0.78,0.8,0.65,0.55,0.72,0.62
raygina.csv,0.43,1.0,0.73,0.67,0.79,0.7,0.74,0.8,0.43,0.77
st-filteredstatistics.csv,0.91,0.7,0.96,0.86,0.52,0.6,0.94,0.2,0.9,0.71
upp-mirror.csv,0.7,0.91,0.6,0.55,0.41,0.68,0.71,0.71,0.56,0.82
wishmaster.csv,0.82,0.83,0.76,0.73,0.59,0.89,0.33,0.95,0.52,0.65
yarp.csv,0.77,0.97,0.7,0.92,1.0,0.89,0.89,0.83,0.58,0.46
