,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.39,0.5,0.53,0.44,0.43
intact.csv,0.36,0.55,0.75,0.57,0.42
miranda-icq.csv,0.44,0.72,0.59,0.72,0.42
ofbiz.csv,0.47,0.41,0.4,0.59,0.46
roolo.csv,0.51,0.42,0.44,0.83,0.5
