,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.67,0.42,0.28,0.1,0.11,0.55,0.58,0.81
jicarilla.csv,0.06,0.0,0.85,0.0,0.0,0.0,0.05,0.52
optalgtoolkit.csv,0.35,0.35,0.6,0.05,0.08,0.62,0.34,0.73
ossim.csv,0.29,0.24,0.31,0.26,0.0,0.44,0.49,0.75
projectts.csv,0.42,0.22,0.09,0.14,0.1,0.46,0.69,0.04
sabbu.csv,0.74,0.37,0.17,0.12,0.14,0.14,0.52,0.23
vxl.csv,0.61,0.35,0.29,0.13,0.07,0.38,0.62,0.32
zact.csv,0.5,0.04,0.11,0.14,0.28,0.0,0.54,0.49
