,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.01,0.08,0.0,0.12,0.06,0.04,0.02,0.0,0.13,0.01,0.08,0.06,0.01,0.06,0.06,0.03,0.07
dvd-create.csv,0.0,0.64,0.77,0.68,0.64,0.67,0.56,0.92,0.89,0.89,0.83,0.54,0.91,0.57,0.39,0.83,0.59,0.57
echongl.csv,0.0,0.47,0.35,0.76,0.54,0.0,0.0,0.69,0.67,0.0,0.66,0.0,0.8,0.47,0.11,0.67,0.0,0.0
empserver.csv,0.11,0.48,0.37,0.44,0.49,0.0,0.31,0.4,0.65,0.71,0.53,0.08,0.52,0.28,0.33,0.33,0.16,0.29
gdis.csv,0.67,0.42,0.55,0.54,0.96,0.36,0.29,0.29,0.43,0.92,0.33,0.0,0.71,0.45,0.56,0.72,0.55,0.29
gmerlin.csv,0.17,0.04,0.17,0.05,0.09,0.15,0.23,0.04,0.13,0.11,0.05,0.0,0.0,0.04,0.11,0.06,0.07,0.14
growl-for-windows.csv,0.67,0.6,0.35,0.29,0.78,0.67,0.75,0.46,0.48,0.89,0.63,0.54,0.48,0.72,0.0,0.56,0.63,0.5
mpgravity.csv,0.5,0.39,0.79,0.0,0.55,0.64,0.55,0.21,0.33,0.74,0.55,0.38,0.33,0.7,0.17,0.33,0.46,0.5
myfaces.csv,0.83,0.81,0.97,0.98,0.01,1.0,0.98,0.9,0.96,0.89,0.97,1.0,0.97,0.93,0.61,1.0,0.71,1.0
nativeclient.csv,0.11,0.28,0.43,0.22,0.31,0.45,0.29,0.29,0.22,0.5,0.42,0.15,0.35,0.51,0.44,0.11,0.02,0.21
passwordsafe.csv,0.83,0.28,0.54,0.34,0.66,0.3,0.62,0.19,0.72,0.95,0.3,0.69,0.41,0.01,0.39,0.67,0.33,0.5
phonon-vlc-mplayer.csv,0.83,0.0,0.21,0.32,0.6,0.55,0.79,0.21,0.41,0.66,0.19,0.69,0.45,0.2,0.67,0.39,0.57,0.57
ppcboot.csv,0.5,0.19,0.23,0.37,0.75,0.27,0.02,0.17,0.37,0.21,0.12,0.46,0.47,0.19,0.11,0.06,0.28,0.36
rtrt-on-gpu.csv,0.33,0.44,0.54,0.41,0.26,0.45,0.42,0.02,0.28,0.26,0.34,0.54,0.26,0.35,0.56,0.28,0.32,0.57
sandiaportals.csv,0.44,0.28,0.33,0.17,1.0,0.24,0.64,0.15,0.57,0.87,0.16,0.31,0.56,0.13,0.78,0.0,0.43,0.64
tktoolkit.csv,0.0,0.84,0.0,1.0,0.85,0.03,0.4,0.94,1.0,0.71,0.99,0.31,0.97,0.8,0.22,1.0,0.26,0.14
ultimairis.csv,0.44,0.41,0.98,0.46,0.89,0.82,0.96,0.65,0.48,0.34,0.01,0.85,0.55,0.38,0.61,0.39,0.82,0.5
wikipediardware.csv,0.67,0.69,0.83,0.54,0.81,0.85,0.8,0.69,0.76,1.0,0.87,0.54,0.73,0.61,0.83,0.61,0.8,0.0
