,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.46,0.4,0.2,0.0,0.37,0.27,0.26,0.0,0.97,0.13,0.15,0.39,0.2,0.13,0.2,0.23,0.18,0.27
dvd-create.csv,1.0,0.49,0.22,0.3,0.29,0.67,0.64,0.2,0.49,0.82,0.41,0.88,0.45,0.61,0.49,0.83,0.69,0.84
echongl.csv,0.0,0.42,0.21,0.38,0.1,0.0,0.0,0.31,0.33,0.99,0.44,0.0,0.47,0.52,0.1,0.83,0.01,0.05
empserver.csv,0.64,0.43,0.33,0.54,0.24,0.96,0.5,0.07,0.48,0.57,0.41,0.62,0.52,0.46,0.55,0.63,0.51,0.65
gdis.csv,0.81,0.58,0.24,0.34,0.25,0.52,0.62,0.29,0.52,0.81,0.4,0.99,0.44,0.4,0.39,0.78,0.6,0.65
gmerlin.csv,0.25,0.1,0.25,0.0,0.17,0.09,0.28,0.29,0.27,0.16,0.32,0.16,0.98,0.18,0.27,0.11,0.24,0.05
growl-for-windows.csv,0.77,0.41,0.25,0.55,0.25,0.67,0.66,0.36,0.53,0.71,0.45,0.77,0.48,0.47,0.99,0.71,0.57,0.71
mpgravity.csv,0.68,0.48,0.21,1.0,0.27,0.59,0.59,0.57,0.6,0.63,0.49,0.75,0.36,0.43,0.78,0.73,0.6,0.62
myfaces.csv,0.85,0.36,0.23,0.35,0.92,0.67,0.68,0.32,0.44,0.85,0.46,0.86,0.46,0.5,0.73,0.85,0.67,0.82
nativeclient.csv,0.48,0.48,0.24,0.38,0.33,0.56,0.48,0.15,0.6,0.78,0.35,0.61,0.31,0.48,0.27,0.75,0.97,0.36
passwordsafe.csv,0.81,0.58,0.23,0.21,0.25,0.56,0.56,0.19,0.34,0.75,0.29,0.68,0.45,0.95,0.68,0.81,0.51,0.82
phonon-vlc-mplayer.csv,0.77,0.99,0.25,0.33,0.28,0.6,0.62,0.1,0.44,0.64,0.4,0.84,0.32,0.46,0.74,0.71,0.54,0.7
ppcboot.csv,0.48,0.68,0.16,0.41,0.24,0.39,0.94,0.11,0.36,0.73,0.47,0.65,0.32,0.5,0.64,0.71,0.44,0.68
rtrt-on-gpu.csv,0.42,0.31,0.19,0.13,0.27,0.6,0.36,0.9,0.31,0.39,0.36,0.58,0.42,0.42,0.41,0.32,0.5,0.41
sandiaportals.csv,0.69,0.67,0.28,0.54,0.24,0.4,0.71,0.21,0.54,0.77,0.46,0.8,0.36,0.67,0.67,1.0,0.61,0.68
tktoolkit.csv,0.1,0.33,0.88,0.37,0.18,0.36,0.37,0.28,0.47,0.88,0.45,0.56,0.46,0.5,0.69,0.85,0.27,0.05
ultimairis.csv,0.73,0.52,0.22,0.37,0.21,0.6,0.68,0.29,0.58,0.79,0.93,0.77,0.36,0.53,0.73,0.76,0.68,0.71
wikipediardware.csv,0.86,0.45,0.22,0.38,0.28,0.56,0.65,0.24,0.47,0.81,0.44,0.91,0.53,0.49,0.54,0.79,0.72,0.99
