,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.64,0.95,0.94,0.0,0.87,0.88,0.96,0.0,0.63,0.92,0.8,0.73,0.88,0.8,0.8,0.88,0.94,0.86
dvd-create.csv,0.41,0.47,0.41,0.46,0.46,0.45,0.61,0.4,0.39,0.31,0.39,0.33,0.38,0.43,0.48,0.38,0.51,0.41
echongl.csv,0.0,0.66,0.81,0.46,0.7,0.0,0.0,0.51,0.56,0.37,0.5,0.0,0.44,0.61,0.75,0.43,0.0,0.0
empserver.csv,0.61,0.6,0.5,0.34,0.49,0.58,0.71,0.6,0.39,0.47,0.46,0.56,0.44,0.6,0.45,0.55,0.68,0.5
gdis.csv,0.4,0.65,0.59,0.48,0.43,0.76,0.69,0.67,0.41,0.31,0.63,0.36,0.41,0.62,0.57,0.44,0.64,0.46
gmerlin.csv,0.93,0.91,0.73,0.5,0.97,0.86,0.63,0.75,0.9,0.92,0.93,0.8,0.61,0.9,0.88,0.75,0.96,0.67
growl-for-windows.csv,0.48,0.65,0.69,0.57,0.5,0.47,0.64,0.45,0.46,0.34,0.52,0.43,0.46,0.46,0.57,0.44,0.66,0.62
mpgravity.csv,0.38,0.55,0.41,0.75,0.45,0.42,0.65,0.72,0.43,0.36,0.48,0.38,0.56,0.51,0.64,0.45,0.57,0.48
myfaces.csv,0.42,0.47,0.41,0.39,0.98,0.41,0.58,0.42,0.42,0.3,0.41,0.36,0.39,0.45,0.61,0.4,0.55,0.44
nativeclient.csv,0.62,0.65,0.53,0.79,0.61,0.6,0.7,0.69,0.57,0.35,0.46,0.46,0.58,0.51,0.67,0.4,0.57,0.67
passwordsafe.csv,0.47,0.67,0.53,0.71,0.54,0.68,0.66,0.91,0.45,0.32,0.7,0.47,0.59,0.64,0.66,0.41,0.66,0.5
phonon-vlc-mplayer.csv,0.45,0.91,0.83,0.72,0.55,0.51,0.59,0.91,0.57,0.4,0.92,0.42,0.62,0.79,0.53,0.47,0.67,0.55
ppcboot.csv,0.69,0.83,0.93,0.64,0.45,0.9,0.77,0.89,0.76,0.46,0.93,0.53,0.58,0.84,0.85,0.52,0.81,0.63
rtrt-on-gpu.csv,0.78,0.59,0.41,0.68,0.72,0.46,0.46,0.9,0.74,0.72,0.66,0.45,0.6,0.56,0.5,0.81,0.49,0.75
sandiaportals.csv,0.45,0.72,0.71,0.79,0.42,0.89,0.69,0.89,0.42,0.34,0.72,0.4,0.46,0.62,0.51,0.43,0.65,0.45
tktoolkit.csv,0.75,0.49,0.94,0.38,0.51,0.89,0.51,0.43,0.39,0.32,0.39,0.54,0.39,0.46,0.76,0.39,0.94,0.67
ultimairis.csv,0.51,0.65,0.4,0.54,0.48,0.5,0.59,0.58,0.44,0.4,0.79,0.43,0.53,0.59,0.58,0.5,0.53,0.44
wikipediardware.csv,0.38,0.46,0.37,0.5,0.41,0.38,0.53,0.38,0.42,0.3,0.37,0.32,0.36,0.4,0.35,0.4,0.48,0.46
