,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,1.0,0.9,0.24,0.0,0.35,0.75,0.83,0.0,1.0,0.58,0.8,0.93,0.5,0.8,0.8,0.88,0.83,0.86
dvd-create.csv,1.0,0.34,0.13,0.2,0.18,0.57,0.58,0.12,0.33,0.73,0.28,0.88,0.31,0.46,0.67,0.76,0.64,0.8
echongl.csv,0.0,0.32,0.14,0.24,0.06,0.0,0.0,0.2,0.24,1.0,0.32,0.0,0.33,0.44,0.5,0.79,1.0,1.0
empserver.csv,0.95,0.33,0.22,0.38,0.15,1.0,0.61,0.05,0.35,0.65,0.32,0.96,0.4,0.47,0.73,0.82,0.78,0.83
gdis.csv,0.83,0.44,0.15,0.24,0.14,0.59,0.69,0.22,0.41,0.72,0.37,1.0,0.32,0.36,0.52,0.76,0.61,0.83
gmerlin.csv,0.79,0.36,0.21,0.0,0.2,0.29,0.49,0.5,0.4,0.69,0.67,1.0,1.0,0.6,0.75,0.75,0.75,0.33
growl-for-windows.csv,0.82,0.3,0.17,0.43,0.15,0.57,0.55,0.24,0.41,0.69,0.33,0.85,0.38,0.35,1.0,0.78,0.57,0.78
mpgravity.csv,0.83,0.38,0.12,1.0,0.17,0.53,0.56,0.44,0.5,0.68,0.37,0.88,0.35,0.33,0.89,0.85,0.64,0.74
myfaces.csv,0.81,0.24,0.13,0.22,0.96,0.51,0.52,0.19,0.29,0.74,0.3,0.8,0.31,0.35,0.71,0.74,0.6,0.72
nativeclient.csv,0.92,0.42,0.15,0.36,0.23,0.57,0.61,0.12,0.57,0.8,0.3,0.93,0.3,0.4,0.47,0.94,0.99,0.75
passwordsafe.csv,0.8,0.49,0.14,0.18,0.15,0.64,0.52,0.18,0.25,0.69,0.3,0.79,0.39,0.98,0.76,0.79,0.65,0.82
phonon-vlc-mplayer.csv,0.79,1.0,0.2,0.28,0.17,0.56,0.52,0.09,0.37,0.7,0.46,0.84,0.29,0.53,0.7,0.82,0.56,0.76
ppcboot.csv,0.74,0.6,0.12,0.32,0.14,0.55,0.98,0.11,0.32,0.89,0.6,0.83,0.28,0.57,0.9,0.97,0.63,0.81
rtrt-on-gpu.csv,0.78,0.25,0.12,0.11,0.2,0.59,0.45,0.9,0.32,0.72,0.34,0.79,0.43,0.41,0.55,0.69,0.65,0.6
sandiaportals.csv,0.84,0.54,0.19,0.5,0.14,0.58,0.6,0.22,0.4,0.71,0.53,0.91,0.29,0.73,0.64,1.0,0.66,0.73
tktoolkit.csv,1.0,0.22,1.0,0.23,0.1,0.89,0.46,0.17,0.3,0.79,0.29,0.86,0.31,0.36,0.84,0.75,0.5,0.33
ultimairis.csv,0.85,0.4,0.13,0.27,0.12,0.5,0.53,0.18,0.44,0.85,0.98,0.8,0.29,0.47,0.71,0.84,0.59,0.78
wikipediardware.csv,0.84,0.31,0.13,0.27,0.16,0.47,0.53,0.15,0.33,0.71,0.3,0.88,0.38,0.39,0.56,0.79,0.61,1.0
