,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.7,0.74,0.83,1.0,0.62,0.84,0.85,1.0,0.05,0.94,0.91,0.76,0.88,0.93,0.89,0.87,0.9,0.85
dvd-create.csv,0.0,0.65,0.8,0.8,0.66,0.69,0.64,1.0,0.89,0.9,0.87,0.55,0.92,0.58,0.72,0.84,0.64,0.59
echongl.csv,1.0,0.61,0.7,0.77,0.94,1.0,1.0,0.72,0.84,0.01,0.73,1.0,0.82,0.59,0.95,0.68,0.99,0.97
empserver.csv,0.53,0.6,0.48,0.45,0.66,0.08,0.65,0.98,0.68,0.87,0.69,0.55,0.59,0.61,0.65,0.59,0.64,0.55
gdis.csv,0.7,0.44,0.65,0.68,0.96,0.64,0.52,0.67,0.53,0.92,0.66,0.02,0.78,0.71,0.89,0.75,0.68,0.55
gmerlin.csv,0.87,0.94,0.72,1.0,0.86,0.96,0.83,0.8,0.81,0.92,0.79,0.91,0.03,0.9,0.84,0.95,0.86,0.98
growl-for-windows.csv,0.72,0.68,0.63,0.38,0.79,0.69,0.77,0.55,0.54,0.93,0.7,0.62,0.61,0.78,0.03,0.65,0.76,0.61
mpgravity.csv,0.65,0.53,0.84,0.0,0.63,0.72,0.67,0.29,0.41,0.84,0.61,0.52,0.71,0.8,0.35,0.49,0.63,0.69
myfaces.csv,0.84,0.86,0.97,0.98,0.1,1.0,0.98,0.9,0.96,0.89,0.97,1.0,0.97,0.94,0.66,1.0,0.75,1.0
nativeclient.csv,0.68,0.53,0.64,0.62,0.52,0.64,0.66,0.85,0.41,0.55,0.73,0.57,0.77,0.65,0.92,0.39,0.05,0.79
passwordsafe.csv,0.85,0.39,0.66,0.82,0.7,0.58,0.74,0.82,0.85,0.96,0.78,0.8,0.62,0.09,0.55,0.69,0.67,0.53
phonon-vlc-mplayer.csv,0.87,0.01,0.69,0.66,0.64,0.65,0.83,0.92,0.61,0.77,0.67,0.71,0.77,0.63,0.7,0.54,0.75,0.67
ppcboot.csv,0.82,0.3,0.82,0.55,0.78,0.75,0.11,0.92,0.7,0.43,0.63,0.66,0.78,0.59,0.51,0.44,0.72,0.55
rtrt-on-gpu.csv,0.79,0.74,0.75,0.93,0.64,0.6,0.81,0.1,0.75,0.78,0.7,0.77,0.65,0.66,0.87,0.84,0.67,0.89
sandiaportals.csv,0.61,0.3,0.58,0.45,1.0,0.74,0.66,0.81,0.58,0.89,0.62,0.42,0.77,0.41,0.84,0.0,0.61,0.74
tktoolkit.csv,0.95,0.91,0.22,1.0,0.93,0.78,0.8,0.94,1.0,0.71,0.99,0.66,0.97,0.83,0.47,1.0,0.86,0.98
ultimairis.csv,0.58,0.48,0.98,0.62,0.92,0.86,0.96,0.71,0.5,0.43,0.11,0.88,0.76,0.54,0.66,0.49,0.84,0.61
wikipediardware.csv,0.68,0.71,0.85,0.63,0.81,0.9,0.82,0.8,0.78,1.0,0.88,0.54,0.73,0.68,0.96,0.65,0.81,0.03
