,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.58,0.61,0.54,0.68,0.4,0.64,0.88,0.71
jlinalg.csv,0.5,0.44,0.46,0.36,0.43,0.41,0.42,0.36
jmule.csv,0.4,0.61,0.47,0.57,0.42,0.5,0.5,0.48
knowledge.csv,0.45,0.56,0.94,0.35,0.4,0.45,0.42,0.54
massiv.csv,0.0,0.0,0.67,0.0,0.0,0.75,0.0,0.0
ng4j.csv,0.42,0.93,0.81,0.49,0.45,0.55,0.8,0.6
playerstage.csv,0.59,0.65,0.49,0.61,0.46,0.63,0.92,0.83
superwaba.csv,0.46,0.55,0.47,0.53,0.44,0.53,0.71,0.89
