,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,1.0,1.0,0.33,0.92,0.65,0.16,0.68,0.76,0.11
ipfilter.csv,0.5,0.11,0.13,0.94,0.56,0.19,1.0,0.67,0.39
mesa3d.csv,0.64,0.17,0.43,0.91,0.33,0.95,0.48,0.69,0.56
nassp.csv,0.62,0.23,1.0,1.0,0.55,0.29,0.57,0.54,0.5
rockbox.csv,0.52,0.16,0.25,0.97,0.53,0.28,0.74,0.58,1.0
soar.csv,0.57,0.11,0.2,0.98,0.97,0.24,0.74,0.68,0.41
super-tux.csv,0.55,0.13,0.21,1.0,0.0,0.21,0.71,0.63,0.37
tencompetence.csv,0.43,0.06,0.14,1.0,0.48,0.19,1.0,1.0,0.56
utgb.csv,1.0,0.15,0.26,0.92,0.57,0.25,0.6,0.6,1.0
