,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.77,0.27,0.07,0.44,0.4,0.6,0.41,0.65,0.33,0.89,0.54
ikvm.csv,0.52,0.84,0.06,0.24,0.57,0.18,0.77,0.37,0.25,0.46,0.43
libtorrent.csv,0.84,0.52,0.13,0.43,0.84,0.38,0.81,0.78,0.28,0.91,0.95
mcmc-jags.csv,0.64,0.49,0.08,0.8,0.74,0.32,0.82,0.76,0.38,0.88,0.93
moast.csv,0.38,0.36,0.09,0.42,0.84,0.32,0.58,0.74,0.26,0.74,0.98
olap-navigator.csv,0.9,0.42,0.16,0.5,0.74,0.71,0.55,0.81,0.27,0.89,0.95
pidgin.csv,0.62,0.45,0.13,0.32,0.78,0.57,0.58,0.74,0.35,0.86,0.77
salasaga.csv,0.63,0.54,0.07,0.41,0.64,0.31,0.56,0.51,0.43,0.91,0.33
sepgsql.csv,0.72,0.39,0.2,0.3,0.72,0.56,0.5,0.8,0.35,0.85,0.97
sigil.csv,0.85,0.53,0.16,0.5,0.56,0.36,0.81,0.83,0.32,0.9,0.94
xtreemfs.csv,0.71,0.43,0.18,0.38,0.72,0.52,0.6,0.77,0.36,0.89,0.89
