,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.28,0.28,0.73,0.22,0.38,0.21,0.0,0.0,0.02,0.0,0.19,0.01,0.58,0.52
crux-framework.csv,0.37,0.27,0.04,0.41,0.07,0.8,0.69,0.24,0.47,0.1,0.27,0.19,0.1,0.16
etherboot.csv,0.05,0.05,0.0,0.03,0.3,0.11,0.0,0.05,0.42,0.94,0.03,0.0,0.75,0.94
freebios.csv,0.69,0.18,0.39,0.62,0.46,0.16,0.22,0.79,0.32,0.69,0.73,0.41,0.73,0.16
gebr.csv,0.92,0.9,0.51,0.56,0.59,0.91,0.9,0.21,0.79,0.83,0.68,0.57,0.94,0.94
gnukeda.csv,0.77,0.38,0.47,0.25,0.69,0.76,0.63,0.16,0.48,0.27,0.92,0.12,0.64,0.97
google-gears.csv,0.48,0.9,0.74,0.12,0.82,0.99,0.94,0.92,0.99,0.68,0.32,0.72,0.56,0.97
gstreamer.csv,0.68,0.94,0.75,0.41,0.75,0.8,0.8,0.21,0.77,0.79,0.65,0.28,0.94,1.0
jnode.csv,0.04,0.37,0.17,0.34,0.13,0.12,0.12,0.68,0.2,0.08,0.3,0.17,0.17,0.06
metacosm.csv,0.15,0.74,0.69,0.25,0.28,0.18,0.12,0.11,0.32,0.49,0.14,0.08,0.48,0.23
openmeetings.csv,0.27,0.19,0.51,0.12,0.69,0.3,0.04,0.08,0.54,0.26,0.24,0.23,0.26,0.32
pgui.csv,0.63,0.56,0.0,0.28,0.57,0.75,0.35,0.34,0.3,0.49,0.38,0.0,0.94,1.0
tradelink.csv,0.2,0.83,0.88,0.44,0.82,0.48,0.45,0.21,0.63,0.36,0.27,0.77,0.69,0.77
wxcrp.csv,0.25,0.93,0.96,0.72,0.98,0.65,0.86,0.74,0.9,0.48,0.62,0.64,0.75,0.97
