,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.43,0.35,0.43,0.62,0.65,1.0,0.0,0.59,0.09,0.51,0.93,0.14,0.67,0.13,0.09,0.29,0.17
codepurge.csv,0.62,0.42,0.8,0.31,0.73,0.64,0.2,0.45,0.15,0.53,0.88,0.14,0.5,1.0,0.2,0.36,0.17
fontforge.csv,0.42,0.36,0.51,0.56,0.7,0.37,0.06,1.0,0.09,0.5,0.76,0.09,0.37,0.13,0.21,0.26,0.07
glas.csv,0.6,0.45,0.43,0.25,0.72,0.49,0.0,0.44,0.21,0.56,0.91,0.08,1.0,0.19,0.13,0.24,0.09
gmerlin.csv,0.3,0.43,0.6,0.62,0.47,0.43,0.0,0.53,0.18,0.52,0.88,0.18,0.58,0.2,0.12,1.0,0.05
hatari.csv,0.64,0.49,1.0,0.34,0.73,0.52,0.07,0.39,0.16,0.46,0.87,0.1,0.42,0.17,0.11,0.25,0.33
jcl.csv,0.0,0.67,0.0,0.33,0.2,1.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,1.0,1.0,0.0,0.0
ltp.csv,0.5,0.06,0.75,0.75,1.0,0.33,0.0,0.5,0.25,1.0,0.83,0.0,0.71,0.5,0.0,0.0,0.0
mia.csv,0.67,0.62,1.0,1.0,0.7,0.36,0.0,0.67,0.05,0.46,0.79,1.0,0.0,0.25,0.12,0.56,0.0
net-snmp.csv,0.98,0.36,0.55,0.39,0.73,0.4,0.05,0.33,0.1,0.56,0.92,0.06,0.34,0.16,0.2,0.32,0.18
opde.csv,0.48,0.29,0.53,1.0,0.73,0.42,0.0,0.8,0.15,0.48,0.86,0.06,0.35,0.12,0.12,0.42,0.09
oppna-program-hsatools.csv,0.47,0.32,0.47,0.36,0.7,0.49,0.02,0.42,0.13,0.47,1.0,0.09,0.5,0.17,0.13,0.33,0.21
powerfolder-.csv,0.38,1.0,0.0,0.0,0.64,0.39,0.0,0.75,0.0,0.5,0.86,0.2,0.0,0.0,0.13,0.75,1.0
qlc.csv,0.0,0.43,0.0,0.43,0.0,0.17,0.0,0.0,1.0,0.0,0.58,0.14,0.31,0.0,0.6,1.0,0.19
quantlib.csv,0.54,0.41,0.52,0.23,0.68,0.44,0.05,0.36,0.12,0.48,0.82,0.12,0.31,0.25,0.11,0.32,1.0
tcl.csv,0.36,0.41,0.43,0.32,0.49,0.45,0.0,0.42,0.17,0.95,0.8,0.06,0.32,0.07,0.16,0.32,0.17
