,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,1.0,3.0,1.0,0.0,2.0,0.0,52.0,1.0,35.0,0.0,0.0,8.0,1.0,11.0,33.0,8.0,3.0
codepurge.csv,2.0,12.0,0.0,0.0,2.0,1.0,4.0,8.0,4.0,0.0,1.0,9.0,0.0,0.0,3.0,3.0,2.0
fontforge.csv,0.0,0.0,1.0,1.0,2.0,12.0,15.0,0.0,4.0,0.0,3.0,8.0,4.0,31.0,1.0,6.0,5.0
glas.csv,3.0,6.0,0.0,0.0,2.0,2.0,52.0,7.0,12.0,0.0,0.0,44.0,0.0,5.0,6.0,1.0,16.0
gmerlin.csv,6.0,3.0,1.0,1.0,2.0,0.0,52.0,0.0,14.0,2.0,0.0,17.0,1.0,6.0,7.0,0.0,3.0
hatari.csv,2.0,1.0,0.0,3.0,0.0,2.0,13.0,9.0,9.0,0.0,1.0,6.0,3.0,13.0,7.0,5.0,1.0
jcl.csv,91.0,1.0,64.0,1.0,0.0,0.0,52.0,54.0,132.0,1.0,129.0,2.0,91.0,0.0,0.0,97.0,118.0
ltp.csv,1.0,14.0,0.0,0.0,0.0,3.0,52.0,0.0,11.0,0.0,0.0,195.0,2.0,1.0,115.0,97.0,118.0
mia.csv,0.0,0.0,0.0,0.0,4.0,4.0,52.0,0.0,9.0,6.0,2.0,0.0,91.0,2.0,7.0,0.0,118.0
net-snmp.csv,0.0,0.0,0.0,0.0,0.0,5.0,18.0,8.0,3.0,0.0,0.0,45.0,3.0,25.0,2.0,2.0,1.0
opde.csv,1.0,0.0,0.0,0.0,2.0,1.0,52.0,0.0,7.0,0.0,1.0,6.0,4.0,17.0,7.0,1.0,3.0
oppna-program-hsatools.csv,0.0,0.0,0.0,0.0,0.0,2.0,52.0,14.0,24.0,0.0,0.0,8.0,4.0,10.0,22.0,5.0,2.0
powerfolder-.csv,0.0,0.0,64.0,69.0,2.0,9.0,52.0,0.0,132.0,0.0,1.0,2.0,91.0,168.0,4.0,1.0,0.0
qlc.csv,91.0,0.0,64.0,2.0,471.0,5.0,52.0,54.0,0.0,78.0,1.0,4.0,0.0,168.0,0.0,0.0,7.0
quantlib.csv,4.0,0.0,0.0,5.0,0.0,12.0,21.0,6.0,3.0,0.0,2.0,8.0,2.0,3.0,7.0,0.0,0.0
tcl.csv,0.0,1.0,2.0,0.0,2.0,9.0,52.0,4.0,17.0,0.0,4.0,5.0,6.0,24.0,6.0,6.0,3.0
