,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.56,0.41,0.52,0.57,0.68,0.98,0.0,0.57,0.14,0.6,0.52,0.2,0.1,0.21,0.16,0.4,0.17
codepurge.csv,0.46,0.49,0.24,0.24,0.74,0.35,0.33,0.51,0.2,0.6,0.33,0.17,0.05,0.93,0.24,0.33,0.14
fontforge.csv,0.43,0.47,0.62,0.47,0.78,0.4,0.12,1.0,0.14,0.52,0.37,0.15,0.37,0.19,0.3,0.2,0.07
glas.csv,0.51,0.49,0.28,0.2,0.72,0.5,0.0,0.55,0.29,0.62,0.54,0.13,0.97,0.23,0.23,0.23,0.11
gmerlin.csv,0.2,0.41,0.18,0.3,0.2,0.27,0.0,0.59,0.24,0.55,0.33,0.24,0.29,0.12,0.21,0.95,0.05
hatari.csv,0.6,0.59,0.98,0.39,0.6,0.6,0.13,0.46,0.26,0.52,0.73,0.16,0.35,0.21,0.19,0.19,0.4
jcl.csv,0.0,0.12,0.0,0.07,0.01,0.06,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.08,0.88,0.0,0.0
ltp.csv,0.2,0.06,0.18,0.36,1.0,0.06,0.0,0.08,0.24,0.05,0.09,0.0,0.23,0.08,0.0,0.0,0.0
mia.csv,0.17,0.43,0.13,0.21,0.78,0.2,0.0,0.15,0.05,0.58,0.69,0.94,0.0,0.07,0.22,0.24,0.0
net-snmp.csv,0.99,0.44,0.45,0.42,0.63,0.43,0.1,0.26,0.15,0.59,0.68,0.1,0.3,0.25,0.3,0.28,0.24
opde.csv,0.59,0.35,0.54,0.96,0.72,0.37,0.0,0.47,0.23,0.58,0.74,0.08,0.25,0.17,0.22,0.47,0.11
oppna-program-hsatools.csv,0.62,0.46,0.61,0.53,0.82,0.6,0.04,0.57,0.23,0.6,1.0,0.16,0.58,0.28,0.22,0.48,0.34
powerfolder-.csv,0.19,0.97,0.0,0.0,0.55,0.31,0.0,0.38,0.0,0.43,0.48,0.09,0.0,0.0,0.21,0.17,0.08
qlc.csv,0.0,0.16,0.0,0.19,0.0,0.03,0.0,0.0,0.91,0.0,0.12,0.15,0.16,0.0,0.32,0.17,0.15
quantlib.csv,0.57,0.5,0.48,0.25,0.67,0.55,0.09,0.37,0.16,0.58,0.81,0.2,0.25,0.3,0.2,0.35,0.93
tcl.csv,0.27,0.29,0.17,0.32,0.19,0.21,0.0,0.28,0.23,0.96,0.3,0.1,0.21,0.09,0.18,0.3,0.17
