,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.87,0.64,0.78,0.51,0.9,0.03,1.15,0.54,0.85,0.73,0.65,0.7,0.95,0.74,0.94,0.86,0.86
codepurge.csv,0.66,0.54,0.86,0.84,0.68,0.76,0.08,0.69,0.76,0.67,0.81,0.79,0.97,0.12,0.73,0.74,0.89
fontforge.csv,0.74,0.6,0.65,0.63,0.88,0.76,0.29,0.0,0.83,0.7,0.83,0.73,0.76,0.76,0.56,0.87,0.96
glas.csv,0.61,0.53,0.82,0.88,0.68,0.61,1.01,0.78,0.61,0.61,0.64,0.76,0.05,0.74,0.79,0.85,0.93
gmerlin.csv,0.9,0.65,0.9,0.8,0.93,0.82,1.0,0.56,0.71,0.67,0.81,0.64,0.82,0.92,0.92,0.09,0.98
hatari.csv,0.51,0.41,0.03,0.73,0.64,0.53,0.25,0.79,0.62,0.79,0.57,0.69,0.75,0.75,0.85,0.87,0.56
jcl.csv,1.0,0.94,1.0,0.96,1.0,0.97,1.0,1.0,1.0,0.97,1.0,0.94,1.0,0.96,0.21,1.0,1.0
ltp.csv,0.88,1.02,0.9,0.76,0.01,0.97,1.0,0.96,0.78,0.97,0.95,1.01,0.87,0.96,1.0,1.0,1.0
mia.csv,0.9,0.68,0.93,0.88,0.87,0.88,1.0,0.92,0.96,0.9,0.87,0.11,1.0,0.96,0.84,0.85,1.0
net-snmp.csv,0.02,0.61,0.67,0.68,0.64,0.71,0.35,0.85,0.83,0.61,0.51,0.85,0.81,0.65,0.53,0.79,0.76
opde.csv,0.69,0.72,0.59,0.08,0.66,0.74,1.04,0.67,0.66,0.8,0.6,0.88,0.84,0.79,1.0,0.58,0.94
oppna-program-hsatools.csv,0.79,0.76,0.79,1.0,0.93,0.6,1.0,1.0,0.96,0.92,0.0,1.0,0.56,0.63,0.73,0.87,0.94
powerfolder-.csv,0.89,0.06,1.0,1.0,0.79,0.79,1.0,0.75,1.0,0.72,0.71,0.94,1.0,1.0,0.68,0.91,0.96
qlc.csv,1.0,0.9,1.0,0.88,1.0,0.99,1.0,1.0,0.17,1.0,0.96,0.84,0.91,1.0,0.79,0.91,0.89
quantlib.csv,0.57,0.53,0.64,0.88,0.79,0.7,0.4,0.81,0.81,0.84,0.85,0.63,0.85,0.65,0.87,0.73,0.12
tcl.csv,0.84,0.79,0.9,0.78,0.92,0.87,1.02,0.82,0.68,0.06,0.84,0.84,0.87,0.92,0.8,0.77,0.86
