,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.84,0.38,0.69,0.18,0.86,0.0,0.58,0.29,0.52,0.68,0.13,0.21,0.02,0.54,0.87,0.79,0.21
codepurge.csv,0.18,0.34,0.03,0.24,0.63,0.09,0.08,0.55,0.24,0.6,0.13,0.14,0.02,0.0,0.16,0.27,0.16
fontforge.csv,0.49,0.5,0.61,0.18,0.87,0.49,0.29,0.0,0.42,0.52,0.35,0.57,0.44,0.37,0.25,0.21,0.29
glas.csv,0.24,0.28,0.22,0.27,0.62,0.36,0.17,0.74,0.26,0.52,0.17,0.37,0.0,0.2,0.77,0.33,0.31
gmerlin.csv,0.27,0.22,0.06,0.07,0.32,0.18,0.04,0.45,0.23,0.52,0.13,0.19,0.09,0.06,0.92,0.0,0.2
hatari.csv,0.25,0.32,0.0,0.47,0.42,0.44,0.25,0.65,0.49,0.68,0.43,0.4,0.27,0.24,0.8,0.23,0.25
jcl.csv,0.0,0.01,0.0,0.04,0.03,0.0,0.02,0.0,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.04
ltp.csv,0.1,0.42,0.03,0.04,0.0,0.04,0.02,0.03,0.1,0.0,0.04,0.17,0.04,0.01,0.03,0.03,0.02
mia.csv,0.04,0.08,0.0,0.0,0.86,0.17,0.1,0.03,0.16,0.88,0.78,0.0,0.0,0.02,0.82,0.06,0.05
net-snmp.csv,0.02,0.41,0.25,0.38,0.47,0.48,0.35,0.32,0.5,0.48,0.22,0.34,0.35,0.42,0.31,0.26,0.43
opde.csv,0.65,0.47,0.39,0.0,0.59,0.31,0.29,0.06,0.43,0.75,0.48,0.29,0.24,0.34,1.0,0.35,0.44
oppna-program-hsatools.csv,0.78,0.74,0.78,1.0,0.93,0.56,1.0,1.0,0.96,0.9,0.0,0.99,0.47,0.56,0.67,0.86,0.94
powerfolder-.csv,0.16,0.0,0.0,0.02,0.6,0.28,0.0,0.06,0.04,0.38,0.26,0.02,0.0,0.03,0.53,0.02,0.0
qlc.csv,0.0,0.05,0.0,0.09,0.0,0.05,0.02,0.0,0.0,0.0,0.22,0.11,0.16,0.01,0.02,0.0,0.14
quantlib.csv,0.41,0.39,0.33,0.51,0.71,0.66,0.4,0.52,0.24,0.8,0.83,0.56,0.33,0.19,0.84,0.38,0.0
tcl.csv,0.31,0.14,0.11,0.38,0.27,0.11,0.19,0.23,0.3,0.05,0.22,0.42,0.24,0.29,0.16,0.29,0.21
