,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.77,0.24,0.63,0.75,0.77,0.49,0.75,0.3,0.1,0.08,0.48,0.94,0.87,0.86,0.5,0.56
autat.csv,0.39,0.07,0.54,0.04,0.37,0.51,0.72,0.47,0.12,0.05,0.33,0.38,0.71,0.87,0.46,0.0
biopax.csv,0.86,0.09,0.46,0.7,0.86,0.56,0.76,0.34,0.1,0.07,0.53,0.94,0.87,0.88,0.43,0.6
exl.csv,0.74,0.1,0.15,0.32,0.4,0.52,0.48,0.3,0.05,0.1,0.52,0.94,0.67,0.85,0.4,0.22
fceugc.csv,0.69,0.15,0.26,0.58,0.53,0.65,0.65,0.28,0.1,0.07,0.52,0.61,0.34,0.47,0.21,0.65
fido.csv,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.38,0.07,0.0,0.43,0.0,0.22,0.51
gretl.csv,0.78,0.11,0.41,0.63,0.8,0.39,0.65,0.36,0.18,0.05,0.56,0.97,0.83,0.86,0.43,0.61
jasperreports.csv,0.75,0.17,0.32,0.67,0.77,0.37,0.62,0.32,0.43,0.09,0.51,0.94,0.27,0.68,0.28,0.68
jmule.csv,0.9,0.11,0.67,0.72,0.79,0.47,0.67,0.33,0.25,0.1,0.58,0.96,0.73,0.87,0.59,0.86
moast.csv,0.34,0.09,0.35,0.69,0.91,0.0,0.73,0.17,0.09,0.07,0.27,0.98,0.72,0.6,0.4,0.4
ng4j.csv,0.62,0.09,0.5,0.68,0.74,0.44,0.73,0.29,0.2,0.14,0.6,0.96,0.67,0.85,0.61,0.63
olap-navigator.csv,0.9,0.16,0.63,0.66,0.68,0.51,0.69,0.37,0.32,0.06,0.53,0.95,0.59,0.71,0.46,0.62
passwordsafe.csv,0.42,0.11,0.62,0.72,0.56,0.45,0.7,0.35,0.14,0.2,0.66,0.95,0.72,0.88,0.42,0.0
phonon-vlc-mplayer.csv,0.68,0.09,0.69,0.64,0.75,0.5,0.69,0.19,0.15,0.1,0.61,0.97,0.8,0.81,0.63,0.15
sepgsql.csv,0.71,0.19,0.66,0.73,0.6,0.44,0.74,0.36,0.32,0.08,0.62,0.98,0.51,0.86,0.52,0.15
unflobtactical.csv,0.83,0.13,0.66,0.54,0.48,0.49,0.77,0.33,0.12,0.06,0.58,0.95,0.78,0.79,0.47,0.47
