,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.0,2.0,9.0,0.0,0.0,1.0,1.0,3.0,92.0,17.0,0.0,1.0,1.0,0.0,11.0,1.0
autat.csv,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,268.0,11.0,0.0,2.0,0.0,0.0,0.0,52.0
biopax.csv,0.0,54.0,25.0,0.0,0.0,2.0,0.0,5.0,182.0,22.0,0.0,2.0,0.0,0.0,1.0,6.0
exl.csv,0.0,17.0,2.0,0.0,0.0,2.0,3.0,6.0,165.0,16.0,4.0,0.0,2.0,0.0,1.0,3.0
fceugc.csv,0.0,17.0,11.0,0.0,0.0,0.0,0.0,11.0,103.0,15.0,0.0,0.0,1.0,0.0,13.0,3.0
fido.csv,0.0,584.0,0.0,83.0,173.0,63.0,60.0,83.0,37.0,2.0,1.0,257.0,0.0,53.0,1.0,3.0
gretl.csv,0.0,20.0,4.0,0.0,1.0,3.0,0.0,4.0,163.0,14.0,0.0,0.0,1.0,0.0,0.0,2.0
jasperreports.csv,0.0,0.0,22.0,0.0,2.0,0.0,0.0,5.0,22.0,12.0,0.0,1.0,1.0,2.0,14.0,3.0
jmule.csv,0.0,26.0,7.0,0.0,0.0,2.0,2.0,5.0,91.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0
moast.csv,0.0,54.0,9.0,0.0,2.0,63.0,0.0,16.0,249.0,22.0,1.0,1.0,2.0,0.0,14.0,1.0
ng4j.csv,0.0,54.0,9.0,0.0,0.0,2.0,0.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0
olap-navigator.csv,0.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,55.0,13.0,0.0,1.0,0.0,1.0,1.0,6.0
passwordsafe.csv,0.0,39.0,7.0,0.0,0.0,7.0,0.0,5.0,42.0,3.0,0.0,0.0,0.0,0.0,9.0,52.0
phonon-vlc-mplayer.csv,0.0,47.0,10.0,0.0,0.0,3.0,0.0,2.0,210.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0
sepgsql.csv,0.0,6.0,1.0,0.0,0.0,2.0,1.0,1.0,22.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0
unflobtactical.csv,0.0,14.0,4.0,0.0,0.0,2.0,0.0,2.0,157.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0
