,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.54,0.42,0.45,0.98,0.37,0.53,0.58,0.5,0.36,0.37,0.45,0.5,0.48,0.64,0.34
bibletime.csv,0.69,0.8,0.55,0.58,0.53,0.6,0.69,0.52,0.65,0.38,1.0,0.27,0.59,0.37,0.58
boost.csv,0.62,0.47,0.64,0.54,0.99,0.65,0.32,0.49,0.43,0.49,0.59,0.5,0.53,0.42,0.57
doomlegacy.csv,0.66,0.43,0.48,0.56,0.55,0.67,0.54,0.57,0.98,0.47,0.68,0.64,0.65,0.61,0.48
gpac.csv,0.44,0.52,0.98,0.52,0.32,0.36,0.38,0.48,0.36,0.84,0.55,0.43,0.37,0.41,0.31
kftpgrabber.csv,0.48,0.44,0.39,0.58,0.2,0.98,0.16,0.24,0.18,0.37,0.24,0.24,0.26,0.05,0.17
nativeclient.csv,0.7,0.63,0.52,0.62,0.56,0.64,0.67,0.5,0.51,0.73,0.59,0.57,0.68,0.39,0.98
netatalk.csv,0.5,0.36,0.48,0.25,0.35,0.57,0.94,0.29,0.33,0.62,0.4,0.44,0.51,0.36,0.28
open-ms.csv,0.31,0.57,0.05,0.45,0.16,0.27,0.43,0.46,0.55,0.35,0.34,0.92,0.47,0.2,0.43
openmsx.csv,0.6,0.41,0.58,0.38,0.5,0.52,0.62,0.91,0.52,0.51,0.53,0.57,0.58,0.51,0.33
rosegarden.csv,0.95,0.59,0.45,0.51,0.31,0.57,0.25,0.11,0.5,0.66,0.39,0.38,0.6,0.29,0.3
rsyslog.csv,0.65,1.0,0.57,0.65,0.41,0.79,0.67,0.32,0.58,0.75,0.62,0.66,0.66,0.63,0.64
sandiaportals.csv,0.66,0.83,0.56,0.62,0.62,0.75,0.54,0.45,0.43,0.34,0.68,0.54,0.63,1.0,0.6
xmoto.csv,0.71,0.0,0.4,0.38,0.62,0.73,0.61,0.46,0.49,0.54,0.64,0.56,0.98,0.62,0.35
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.04,0.0,0.0
