,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.53,0.38,0.43,0.97,0.34,0.5,0.57,0.68,0.32,0.33,0.44,0.48,0.44,0.77,0.3
bibletime.csv,0.79,0.81,0.84,0.58,0.96,0.9,0.93,0.77,0.66,1.0,1.0,0.94,0.58,0.32,0.86
boost.csv,0.77,0.69,0.71,0.71,0.99,0.77,0.5,0.82,0.82,1.0,0.79,0.76,0.92,0.66,0.8
doomlegacy.csv,0.76,0.38,0.46,0.55,0.61,0.77,0.5,0.63,0.99,0.67,0.79,0.73,0.81,0.6,0.44
gpac.csv,0.4,0.54,0.98,0.53,0.28,0.33,0.36,0.48,0.36,1.0,0.52,0.39,0.33,0.38,0.27
kftpgrabber.csv,0.44,0.73,0.36,0.68,0.17,0.97,0.14,0.2,0.15,0.33,0.2,0.2,0.22,0.04,0.14
nativeclient.csv,0.73,0.62,0.75,0.68,0.61,0.73,0.79,0.49,0.48,1.0,0.65,0.6,0.69,0.34,0.98
netatalk.csv,0.45,0.31,0.46,0.21,0.3,0.53,0.93,0.25,0.29,0.67,0.35,0.39,0.47,0.32,0.24
open-ms.csv,0.27,0.69,0.04,0.45,0.13,0.23,0.43,0.48,0.56,0.33,0.3,0.9,0.58,0.17,0.41
openmsx.csv,0.85,0.46,0.59,0.39,0.47,0.53,0.79,0.89,0.49,1.0,0.52,0.81,0.61,0.75,0.29
rosegarden.csv,0.94,0.54,0.41,0.53,0.27,0.53,0.21,0.09,0.46,0.67,0.35,0.34,0.58,0.25,0.26
rsyslog.csv,0.66,1.0,0.71,0.68,0.37,0.83,0.71,0.28,0.62,1.0,0.64,0.84,0.69,0.64,0.63
sandiaportals.csv,0.79,0.88,0.62,0.66,0.85,0.93,0.57,0.43,0.41,0.33,0.79,0.56,0.67,1.0,0.58
xmoto.csv,0.77,0.96,0.84,1.0,0.66,0.77,0.79,0.43,0.46,0.67,0.64,0.56,0.97,0.89,0.92
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,0.0,0.0
