,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.42,0.48,0.48,0.99,0.35,0.45,0.43,0.49,0.46,0.04,0.57,0.31,0.53,0.78,0.39
bibletime.csv,0.5,0.79,0.68,0.48,0.58,0.52,0.5,0.53,0.74,0.05,1.0,0.34,0.57,0.47,0.72
boost.csv,0.45,0.57,0.66,0.45,0.99,0.51,0.26,0.55,0.79,0.06,0.81,0.31,0.63,0.68,0.7
doomlegacy.csv,0.48,0.5,0.51,0.48,0.47,0.52,0.48,0.51,0.98,0.04,0.83,0.37,0.62,0.7,0.54
gpac.csv,0.36,0.53,0.98,0.42,0.3,0.29,0.26,0.42,0.46,0.1,0.65,0.3,0.39,0.5,0.4
kftpgrabber.csv,0.43,0.58,0.42,0.47,0.23,0.98,0.11,0.3,0.26,0.05,0.32,0.24,0.36,0.07,0.24
nativeclient.csv,0.55,0.64,0.63,0.5,0.48,0.5,0.47,0.45,0.6,0.07,0.74,0.32,0.65,0.49,0.98
netatalk.csv,0.54,0.44,0.51,0.27,0.4,0.55,0.96,0.33,0.43,0.06,0.52,0.37,0.56,0.47,0.36
open-ms.csv,0.3,0.6,0.07,0.35,0.22,0.35,0.29,0.4,0.65,0.03,0.44,0.95,0.47,0.26,0.47
openmsx.csv,0.47,0.44,0.59,0.3,0.48,0.42,0.44,0.94,0.62,0.06,0.64,0.35,0.55,0.75,0.4
rosegarden.csv,0.97,0.65,0.5,0.4,0.38,0.55,0.29,0.14,0.61,0.08,0.5,0.33,0.59,0.36,0.36
rsyslog.csv,0.5,1.0,0.63,0.54,0.42,0.65,0.49,0.31,0.69,0.08,0.74,0.38,0.62,0.72,0.68
sandiaportals.csv,0.48,0.81,0.59,0.5,0.57,0.6,0.37,0.41,0.53,0.03,0.83,0.31,0.59,1.0,0.64
xmoto.csv,0.52,0.67,0.65,0.54,0.53,0.59,0.43,0.44,0.58,0.05,0.74,0.34,0.99,0.83,0.72
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.05,0.0,0.0
