,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,99.0,411.5,97.5,1324.5,144.0,93.5,535.5,742.0,197.5,341.0,99.0,1622.5,551.0,190.0,197.5,1863.5,179.0,99.0,386.0,197.5
baadengine.csv,99.0,2432.0,99.0,3205.0,97.5,96.5,192.0,972.5,99.0,529.0,99.0,1622.5,794.5,98.5,197.5,198.0,293.5,99.0,386.0,99.0
bibedt.csv,97.5,526.0,99.0,1300.5,97.5,192.0,94.5,883.5,99.0,69.5,99.0,426.0,288.0,95.5,98.5,895.0,96.5,462.5,93.5,98.5
cascading.csv,99.0,1999.5,99.0,870.5,97.5,96.5,94.5,681.0,198.0,396.5,99.0,1500.5,435.5,98.5,197.5,2109.5,195.0,487.5,430.5,98.5
dataobjectsdotnet.csv,198.0,2836.0,98.5,1187.0,97.5,96.5,192.0,485.5,99.0,1893.0,99.0,609.0,531.0,95.5,197.5,2035.0,96.5,99.0,386.0,99.0
exl.csv,97.5,2385.5,98.5,3106.0,97.5,99.0,94.5,878.0,197.5,1537.0,99.0,39.0,433.5,98.5,197.5,198.0,293.5,99.0,145.5,98.5
gogoego.csv,97.5,1541.5,99.0,2155.0,97.5,96.5,192.0,677.0,99.0,1391.0,96.5,511.5,443.5,98.5,197.5,198.0,293.5,391.0,444.5,79.5
httpcontentparser.csv,99.0,1272.0,98.5,1689.5,272.5,93.5,85.5,581.5,99.0,161.0,98.5,1654.5,440.5,95.5,196.5,900.0,195.0,567.0,93.5,89.5
impala.csv,95.5,1358.5,76.5,1340.0,97.5,195.0,89.5,773.0,99.0,912.0,99.0,716.5,511.0,360.0,91.5,1355.5,95.5,377.0,189.0,195.5
jaxlib.csv,99.0,706.0,99.0,3318.0,94.5,195.0,94.5,876.0,99.0,1621.5,99.0,118.0,165.0,98.5,98.5,1983.0,195.0,99.0,444.5,98.5
jgameai.csv,99.0,2529.5,242.5,1607.0,97.5,93.5,192.0,1248.5,198.0,484.0,99.0,548.5,794.5,98.5,98.5,198.0,194.0,574.0,73.5,197.5
jhotdraw.csv,198.0,1962.5,99.0,3678.0,191.0,99.0,0.0,1168.0,98.5,1441.5,99.0,1676.0,625.5,98.5,190.0,198.0,293.5,99.0,59.0,99.0
loki-lib.csv,99.0,1033.0,99.0,2698.5,97.5,96.5,94.5,775.0,99.0,711.0,99.0,935.0,608.5,95.5,98.5,1679.5,95.5,99.0,93.5,98.5
patterntesting.csv,198.0,2524.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,344.0,99.0,1456.5,330.0,98.5,197.5,198.0,293.5,99.0,386.0,99.0
pokeglobal.csv,198.0,2341.0,98.5,737.0,97.5,195.0,192.0,389.5,99.0,1893.0,99.0,1416.0,708.0,98.5,197.5,198.0,195.0,99.0,347.0,98.5
snakeyaml.csv,97.5,1049.0,97.5,1056.0,97.5,93.5,94.5,638.0,99.0,233.5,99.0,603.5,83.5,178.0,196.5,431.5,194.0,572.0,160.0,79.5
unflobtactical.csv,99.0,1235.5,99.0,2916.5,97.5,99.0,147.0,2834.5,99.0,247.5,99.0,865.5,417.5,98.5,98.5,1364.5,194.0,99.0,189.0,98.5
werx.csv,198.0,2610.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,1893.0,99.0,1622.5,794.5,98.5,197.5,198.0,292.5,99.0,386.0,99.0
zealos.csv,91.5,286.0,85.5,625.0,54.5,122.0,94.5,596.5,99.0,68.5,99.0,504.0,78.0,92.5,0.0,356.0,117.0,84.5,193.5,98.5
